recordKey,detailId,mediaId,mediaType,inventoryNumber,yearRaw,field,hitType,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,ambiguityCount,title,snippet,lowHangingSpecific,reviewBucket
0043503b-40ca-56bc-01ae-509818ac5747::470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,0043503b-40ca-56bc-01ae-509818ac5747,470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,video,SR-NA_02_0052,Onbekend,personsRaw,person,person,Nita Ramcharan,nita ramcharan,Nita Ramcharan,nas-persons-field,,1,Persconferentie van Henk Arron,Nita Ramcharan,true,high-precision
0043503b-40ca-56bc-01ae-509818ac5747::470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,0043503b-40ca-56bc-01ae-509818ac5747,470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,video,SR-NA_02_0052,Onbekend,personsRaw,person,person,Stuart Duyser,stuart duyser,Stuart Duyser,nas-persons-field,,1,Persconferentie van Henk Arron,Stuart Duyser,true,high-precision
0043503b-40ca-56bc-01ae-509818ac5747::470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,0043503b-40ca-56bc-01ae-509818ac5747,470124a3-a9e8-c8fb-eb59-d6e0ee86de1a,video,SR-NA_02_0052,Onbekend,personsRaw,person,person,Lucien Pinas,lucien pinas,Lucien Pinas,nas-persons-field,,1,Persconferentie van Henk Arron,Lucien Pinas,true,high-precision
004aae29-a924-c1b6-18a5-e40a4a8fbc94::cb5e0263-d9f0-c8cb-7d94-dafee0b10f00,004aae29-a924-c1b6-18a5-e40a4a8fbc94,cb5e0263-d9f0-c8cb-7d94-dafee0b10f00,audio,SR-NA_00_0082,31 maart 1990,description,place,river,Marowijne,marowijne,Marowijne,stm-gazetteer,stm-00363,1,Toespraak president Ramsewak Shankar ivm vertrek OAS vergadering,week ernstige complicaties voorgedaan in het Brokopondo en Marowijne gebied. Deze complicaties waren bij een aantal ongrondwettelijke gewapende groepen zijn opgetreden hebben geleid tot er,true,high-precision
013bb184-2309-5fd7-301a-795f09b58190::104b2563-1b52-d4db-f44f-474ec1e7ee80,013bb184-2309-5fd7-301a-795f09b58190,104b2563-1b52-d4db-f44f-474ec1e7ee80,video,SR-NA_02_1360,Onbekend,personsRaw,person,person,Celsius Waterberg,celsius waterberg,Celsius Waterberg,nas-persons-field,,1,Celsius Waterberg op een bijeenkomst van de Samenwerkende Partijen,Celsius Waterberg,true,high-precision
01e920f3-90ca-0000-1a01-3b43cbed2abe::21fd7c2f-613f-7865-8f97-92c39ca38b25,01e920f3-90ca-0000-1a01-3b43cbed2abe,21fd7c2f-613f-7865-8f97-92c39ca38b25,video,SR-NA_02_0120,Onbekend,title,place,street,Wanica,wanica,Wanica,paramaribo-street-standardization,,1,Kerkdiensten in Gemeente Wanica,Kerkdiensten in Gemeente Wanica,true,high-precision
01e920f3-90ca-0000-1a01-3b43cbed2abe::21fd7c2f-613f-7865-8f97-92c39ca38b25,01e920f3-90ca-0000-1a01-3b43cbed2abe,21fd7c2f-613f-7865-8f97-92c39ca38b25,video,SR-NA_02_0120,Onbekend,description,place,street,Wanica,wanica,Wanica,paramaribo-street-standardization,,1,Kerkdiensten in Gemeente Wanica,"diverse gemeenten, Grote Stadskerk, Lutherse Kerk, Gemeente Wanica, Rosakerk",true,high-precision
01e920f3-90ca-0000-1a01-3b43cbed2abe::21fd7c2f-613f-7865-8f97-92c39ca38b25,01e920f3-90ca-0000-1a01-3b43cbed2abe,21fd7c2f-613f-7865-8f97-92c39ca38b25,video,SR-NA_02_0120,Onbekend,keywords,place,street,Wanica,wanica,Wanica,paramaribo-street-standardization,,1,Kerkdiensten in Gemeente Wanica,Kerkdiensten | Grote Stadskerk | Lutherse Kerk | Gemeente Wanica | Rosakerk,true,high-precision
021bffb7-90fe-1643-f611-93c10557a95a::fa4a2b13-0665-d00b-cf26-70fa97bf16b4,021bffb7-90fe-1643-f611-93c10557a95a,fa4a2b13-0665-d00b-cf26-70fa97bf16b4,video,SR-NA_02_0930,Onbekend,description,place,plantation,Combe,combe,Combe,stm-gazetteer,stm-00547,1,Programma over subsidie artikelen,George Radjkoemar praat met ondernemers over economische maatregelen van de regering Venetiaan-Ajodhia: Directeur Kries Kalipdewsingh van Combé markt en Melkcentrale-directeur Henk,true,high-precision
02e84401-4a29-d23a-1410-aa8d7fbc3b06::29499bf3-6e23-8063-260c-844a6ef51de7,02e84401-4a29-d23a-1410-aa8d7fbc3b06,29499bf3-6e23-8063-260c-844a6ef51de7,video,SR-NA_02_1387,Onbekend,personsRaw,person,person,Desi Bouterse,desi bouterse,Desi Bouterse,nas-persons-field,,1,NIS. Inzwering en installatie van de nieuwe President D. Bouterse,Desi Bouterse,true,high-precision
0356cd42-93f3-bec8-0655-feb180cfbc3e::09a4d8c0-e7da-2450-44fd-3a6a47cb2fd8,0356cd42-93f3-bec8-0655-feb180cfbc3e,09a4d8c0-e7da-2450-44fd-3a6a47cb2fd8,image,SR-NA_01_0234,Onbekend,description,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Henk Arron,s minister van Buitenlandse Zaken. Op 25 april 2003 werd de Gravenstraat in Paramaribo omgedoopt tot Henck Arronstraat. Op 26 april 2006 werd er een standbeeld (gebeeldhouwd door Erwin de Vrie,true,high-precision
036f72b0-e7e2-760b-ab41-5b3bc4829485::b6160be5-159d-b66a-85a4-1120369bdbdb,036f72b0-e7e2-760b-ab41-5b3bc4829485,b6160be5-159d-b66a-85a4-1120369bdbdb,video,SR-NA_02_1034_002,Onbekend,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Minister van Russel met districtcommissaris Ramadhin-deel 2,Nieuwbakken districtscommissaris Hardeo Ramadin van Nickerie verzekert dat het gestelde vertrouwen van de regering in hem nimmer beschaamd zal worden,true,high-precision
038e4dec-7276-d43c-0212-2d08644717fb::777c1f48-cee0-35aa-80cb-fe38ec261696,038e4dec-7276-d43c-0212-2d08644717fb,777c1f48-cee0-35aa-80cb-fe38ec261696,video,SR-NA_02_0993,Onbekend,personsRaw,person,person,Radjkoemar Randjietsingh,radjkoemar randjietsingh,Radjkoemar Randjietsingh,nas-persons-field,,1,DNA begroting 2003 ministerie Hl,Radjkoemar Randjietsingh,true,high-precision
038e4dec-7276-d43c-0212-2d08644717fb::777c1f48-cee0-35aa-80cb-fe38ec261696,038e4dec-7276-d43c-0212-2d08644717fb,777c1f48-cee0-35aa-80cb-fe38ec261696,video,SR-NA_02_0993,Onbekend,personsRaw,person,person,Jeniffer geerlings-Simons,jeniffer geerlings-simons,Jeniffer geerlings-Simons,nas-persons-field,,1,DNA begroting 2003 ministerie Hl,Jeniffer geerlings-Simons,true,high-precision
038e4dec-7276-d43c-0212-2d08644717fb::777c1f48-cee0-35aa-80cb-fe38ec261696,038e4dec-7276-d43c-0212-2d08644717fb,777c1f48-cee0-35aa-80cb-fe38ec261696,video,SR-NA_02_0993,Onbekend,personsRaw,person,person,DNA-voorzitter Ram Sardjoe,dna-voorzitter ram sardjoe,DNA-voorzitter Ram Sardjoe,nas-persons-field,,1,DNA begroting 2003 ministerie Hl,DNA-voorzitter Ram Sardjoe,true,high-precision
038e4dec-7276-d43c-0212-2d08644717fb::777c1f48-cee0-35aa-80cb-fe38ec261696,038e4dec-7276-d43c-0212-2d08644717fb,777c1f48-cee0-35aa-80cb-fe38ec261696,video,SR-NA_02_0993,Onbekend,personsRaw,person,person,Otmar Rodgers,otmar rodgers,Otmar Rodgers,nas-persons-field,,1,DNA begroting 2003 ministerie Hl,Otmar Rodgers,true,high-precision
0395709d-797a-0aec-1795-9ea48a7ae91e::98c0629d-402a-5e20-3de2-bcd8483fef25,0395709d-797a-0aec-1795-9ea48a7ae91e,98c0629d-402a-5e20-3de2-bcd8483fef25,image,SR-NA_03_0128_023,24071973,description,place,plantation,De Beste,de beste,De Beste,stm-gazetteer,stm-01145,1,Stakingsbulletin CLO-24071973,heeft samen met zijn Indiaanse buren steeds gezocht doe hij de beste resultaten kon bereiken met zo weinig en de goedkoop mogelijk materiaal.,true,high-precision
03a9f04b-9e59-a479-aa15-f80bba329684::36341947-2e27-a165-68f9-3d46a11f0c19,03a9f04b-9e59-a479-aa15-f80bba329684,36341947-2e27-a165-68f9-3d46a11f0c19,video,SR-NA_02_1348,Onbekend,personsRaw,person,person,Soewarto Moestadja,soewarto moestadja,Soewarto Moestadja,nas-persons-field,,1,Soewarto Moestadja trekt zich terug als lid en bestuurslid Pertjaja Luhur,Soewarto Moestadja,true,high-precision
03dac69e-9871-2caf-40ca-070ca56ff558::8bac24cc-cdb6-2f26-6745-b5b397726cc6,03dac69e-9871-2caf-40ca-070ca56ff558,8bac24cc-cdb6-2f26-6745-b5b397726cc6,image,SR-NA_01_ 0529,1987,title,place,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,Afwatering Jodenbreestraat,Afwatering Jodenbreestraat,true,high-precision
03dac69e-9871-2caf-40ca-070ca56ff558::8bac24cc-cdb6-2f26-6745-b5b397726cc6,03dac69e-9871-2caf-40ca-070ca56ff558,8bac24cc-cdb6-2f26-6745-b5b397726cc6,image,SR-NA_01_ 0529,1987,description,place,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,Afwatering Jodenbreestraat,Aanpak en herstel van de Afwatering en riolering van de Jodenbreestraat,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Edmund Leilis,edmund leilis,Edmund Leilis,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Edmund Leilis,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Gran Rio,gran rio,Gran Rio,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Gran Rio,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Straatnaamborden,straatnaamborden,Straatnaamborden,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Straatnaamborden,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Remi Pollack,remi pollack,Remi Pollack,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Remi Pollack,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Commewijne,commewijne,Commewijne,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Commewijne,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Sabitrie Gangapersad,sabitrie gangapersad,Sabitrie Gangapersad,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Sabitrie Gangapersad,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Armand Jurel,armand jurel,Armand Jurel,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Armand Jurel,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Samsoedin,samsoedin,Samsoedin,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Samsoedin,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Wedprekash Joeloemsingh,wedprekash joeloemsingh,Wedprekash Joeloemsingh,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Wedprekash Joeloemsingh,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Navin Bisai,navin bisai,Navin Bisai,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Navin Bisai,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Dennis Menso,dennis menso,Dennis Menso,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Dennis Menso,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Maya Manohar,maya manohar,Maya Manohar,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Maya Manohar,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Eugene Merkus,eugene merkus,Eugene Merkus,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Eugene Merkus,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Winston Echteld,winston echteld,Winston Echteld,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Winston Echteld,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Larissa Lackin,larissa lackin,Larissa Lackin,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Larissa Lackin,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Ajay Moensie,ajay moensie,Ajay Moensie,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Ajay Moensie,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Humphrey Dundas,humphrey dundas,Humphrey Dundas,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Humphrey Dundas,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Luciën Vriese,lucien vriese,Luciën Vriese,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Luciën Vriese,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Clifton Braam,clifton braam,Clifton Braam,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Clifton Braam,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Lothar Boksteen,lothar boksteen,Lothar Boksteen,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Lothar Boksteen,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Robert Ameerali,robert ameerali,Robert Ameerali,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Robert Ameerali,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Vivian Gordon,vivian gordon,Vivian Gordon,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Vivian Gordon,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Jack Mencke,jack mencke,Jack Mencke,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Jack Mencke,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Jennifer van Dijk-Silos,jennifer van dijk-silos,Jennifer van Dijk-Silos,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Jennifer van Dijk-Silos,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Desi Bouterse,desi bouterse,Desi Bouterse,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Desi Bouterse,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,stembureaupersoneel,stembureaupersoneel,stembureaupersoneel,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,stembureaupersoneel,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Brandweer,brandweer,Brandweer,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Brandweer,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,stembiljetten,stembiljetten,stembiljetten,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,stembiljetten,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Jerry Miranda,jerry miranda,Jerry Miranda,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Jerry Miranda,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,stembureaumedewerkers,stembureaumedewerkers,stembureaumedewerkers,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,stembureaumedewerkers,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Shalini Khedoe,shalini khedoe,Shalini Khedoe,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Shalini Khedoe,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Stanley Sidoel,stanley sidoel,Stanley Sidoel,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Stanley Sidoel,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Elvira Sandie,elvira sandie,Elvira Sandie,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Elvira Sandie,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Luciano Mentodikromo,luciano mentodikromo,Luciano Mentodikromo,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Luciano Mentodikromo,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Hoofdstembureau,hoofdstembureau,Hoofdstembureau,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Hoofdstembureau,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Joan Nibte,joan nibte,Joan Nibte,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Joan Nibte,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Ronnie Brunswijk,ronnie brunswijk,Ronnie Brunswijk,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Ronnie Brunswijk,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Ramon Abrahams Roseline Daan,ramon abrahams roseline daan,Ramon Abrahams Roseline Daan,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Ramon Abrahams Roseline Daan,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Delano Landvreugd,delano landvreugd,Delano Landvreugd,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Delano Landvreugd,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Hesdy Pigot,hesdy pigot,Hesdy Pigot,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Hesdy Pigot,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Eufrazia Martin,eufrazia martin,Eufrazia Martin,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Eufrazia Martin,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Steven van Frederikslust,steven van frederikslust,Steven van Frederikslust,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Steven van Frederikslust,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Ivan Cairo,ivan cairo,Ivan Cairo,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Ivan Cairo,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Edward Troon,edward troon,Edward Troon,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Edward Troon,true,high-precision
04a36f81-60e3-12a2-57e2-6205dddc0e09::cd4f68f6-c791-02ee-eb20-6689be7743c1,04a36f81-60e3-12a2-57e2-6205dddc0e09,cd4f68f6-c791-02ee-eb20-6689be7743c1,image,SR-NA_01_0954,,personsRaw,person,person,Widjai Ganesh,widjai ganesh,Widjai Ganesh,nas-persons-field,,1,Foto's organisatie Verkiezingen 2015,Widjai Ganesh,true,high-precision
