recordKey,detailId,mediaId,mediaType,inventoryNumber,yearRaw,field,hitType,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,ambiguityCount,title,snippet,lowHangingSpecific,reviewBucket
34fb1cb2-d4be-49f1-d5b7-950cc42bd05c::366d1562-e23f-8999-7b6b-cd639b2ba63a,34fb1cb2-d4be-49f1-d5b7-950cc42bd05c,366d1562-e23f-8999-7b6b-cd639b2ba63a,video,SR-NA_02_1354,Onbekend,title,place,river,Marowijne,marowijne,Marowijne,stm-gazetteer,stm-00363,1,NDP registreert zich in Marowijne,NDP registreert zich in Marowijne,true,high-precision
34fb1cb2-d4be-49f1-d5b7-950cc42bd05c::366d1562-e23f-8999-7b6b-cd639b2ba63a,34fb1cb2-d4be-49f1-d5b7-950cc42bd05c,366d1562-e23f-8999-7b6b-cd639b2ba63a,video,SR-NA_02_1354,Onbekend,description,place,river,Marowijne,marowijne,Marowijne,stm-gazetteer,stm-00363,1,NDP registreert zich in Marowijne,NDP registreert zich in Marowijne,true,high-precision
34fe9b17-bd73-4edb-bb1a-d69baf42df5b::6e12381f-5a31-dcad-7026-b98034382f97,34fe9b17-bd73-4edb-bb1a-d69baf42df5b,6e12381f-5a31-dcad-7026-b98034382f97,image,SR-NA_01_0209,Onbekend,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Henarbrug,Henarbrug te Nickerie. De kleurenfoto's zijn van recentere datum.,true,high-precision
353bfdae-7175-fafa-3b69-bd95cf5be728::77a736cd-2876-a099-aa28-fcdc7ffc7c30,353bfdae-7175-fafa-3b69-bd95cf5be728,77a736cd-2876-a099-aa28-fcdc7ffc7c30,image,SR-NA_01_ 0509,1 mei 1987,personsRaw,person,person,Ramon Cruden,ramon cruden,Ramon Cruden,nas-persons-field,,1,Arbeidersdag PWO en RAVAKSUR,Ramon Cruden,true,high-precision
353bfdae-7175-fafa-3b69-bd95cf5be728::77a736cd-2876-a099-aa28-fcdc7ffc7c30,353bfdae-7175-fafa-3b69-bd95cf5be728,77a736cd-2876-a099-aa28-fcdc7ffc7c30,image,SR-NA_01_ 0509,1 mei 1987,personsRaw,person,person,Fred Derby,fred derby,Fred Derby,nas-persons-field,,1,Arbeidersdag PWO en RAVAKSUR,Fred Derby,true,high-precision
353bfdae-7175-fafa-3b69-bd95cf5be728::77a736cd-2876-a099-aa28-fcdc7ffc7c30,353bfdae-7175-fafa-3b69-bd95cf5be728,77a736cd-2876-a099-aa28-fcdc7ffc7c30,image,SR-NA_01_ 0509,1 mei 1987,personsRaw,person,person,Fred van Russel,fred van russel,Fred van Russel,nas-persons-field,,1,Arbeidersdag PWO en RAVAKSUR,Fred van Russel,true,high-precision
353bfdae-7175-fafa-3b69-bd95cf5be728::77a736cd-2876-a099-aa28-fcdc7ffc7c30,353bfdae-7175-fafa-3b69-bd95cf5be728,77a736cd-2876-a099-aa28-fcdc7ffc7c30,image,SR-NA_01_ 0509,1 mei 1987,personsRaw,person,person,Hendrik Sylvester,hendrik sylvester,Hendrik Sylvester,nas-persons-field,,1,Arbeidersdag PWO en RAVAKSUR,Hendrik Sylvester,true,high-precision
3604d552-a2b3-46ba-b19e-d83f986abc4d::a6c1608d-d486-3f24-d836-fa86d4b6c026,3604d552-a2b3-46ba-b19e-d83f986abc4d,a6c1608d-d486-3f24-d836-fa86d4b6c026,image,SR-NA_01_0311,Onbekend,title,place,street,Kerkplein,kerkplein,Kerkplein,paramaribo-street-standardization,,1,"Kerkplein, Glans, Postkantoor","Kerkplein, Glans, Postkantoor",true,high-precision
3604d552-a2b3-46ba-b19e-d83f986abc4d::a6c1608d-d486-3f24-d836-fa86d4b6c026,3604d552-a2b3-46ba-b19e-d83f986abc4d,a6c1608d-d486-3f24-d836-fa86d4b6c026,image,SR-NA_01_0311,Onbekend,description,place,street,Kerkplein,kerkplein,Kerkplein,paramaribo-street-standardization,,1,"Kerkplein, Glans, Postkantoor","Kerkplein, Glans, Postkantoor",true,high-precision
36675612-bd8f-102c-830f-7f9195a61b84::2982019a-a267-73bc-19aa-6a51667bf68d,36675612-bd8f-102c-830f-7f9195a61b84,2982019a-a267-73bc-19aa-6a51667bf68d,image,SR-NA_03_0007_018,juni 1973 (2),description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,"Suralco Magazine, juni 1973","esteld door de redaktie. OMSLAG: Het fraaie Hoekhuis aan de Waterkant, woning van Suralco's Direkteur Beheer-der & Vice President, over welk huis U in dit nummer kunt lezen.",true,high-precision
36675612-bd8f-102c-830f-7f9195a61b84::2982019a-a267-73bc-19aa-6a51667bf68d,36675612-bd8f-102c-830f-7f9195a61b84,2982019a-a267-73bc-19aa-6a51667bf68d,image,SR-NA_03_0007_018,juni 1973 (2),description,place,plantation,Utrecht,utrecht,Utrecht,stm-gazetteer,stm-01164,1,"Suralco Magazine, juni 1973","nck Groll, Hoogleraar Stedebouwkunde aan de Universiteit te Utrecht. Eet meer vis; De problematiek rond de Surinaamse Visserij, werd geschreven door Ir. H. E. Lionarons, hoofd van de afde",true,high-precision
37a4d2be-4a43-7085-4f7a-937b7756d130::725921fe-7135-f7fe-ad80-f49873f0d098,37a4d2be-4a43-7085-4f7a-937b7756d130,725921fe-7135-f7fe-ad80-f49873f0d098,video,SR-NA_02_1083_002,Onbekend,personsRaw,person,person,Jeannette Vyent,jeannette vyent,Jeannette Vyent,nas-persons-field,,1,Wereldrelegiedag 2002-deel 2,Jeannette Vyent,true,high-precision
37a4d2be-4a43-7085-4f7a-937b7756d130::725921fe-7135-f7fe-ad80-f49873f0d098,37a4d2be-4a43-7085-4f7a-937b7756d130,725921fe-7135-f7fe-ad80-f49873f0d098,video,SR-NA_02_1083_002,Onbekend,personsRaw,person,person,muziekpedagoge Mavis Noordwijk,muziekpedagoge mavis noordwijk,muziekpedagoge Mavis Noordwijk,nas-persons-field,,1,Wereldrelegiedag 2002-deel 2,muziekpedagoge Mavis Noordwijk,true,high-precision
37a4d2be-4a43-7085-4f7a-937b7756d130::725921fe-7135-f7fe-ad80-f49873f0d098,37a4d2be-4a43-7085-4f7a-937b7756d130,725921fe-7135-f7fe-ad80-f49873f0d098,video,SR-NA_02_1083_002,Onbekend,personsRaw,person,person,gospelzanger Theo Clarke,gospelzanger theo clarke,gospelzanger Theo Clarke,nas-persons-field,,1,Wereldrelegiedag 2002-deel 2,gospelzanger Theo Clarke,true,high-precision
37a4d2be-4a43-7085-4f7a-937b7756d130::725921fe-7135-f7fe-ad80-f49873f0d098,37a4d2be-4a43-7085-4f7a-937b7756d130,725921fe-7135-f7fe-ad80-f49873f0d098,video,SR-NA_02_1083_002,Onbekend,personsRaw,person,person,reincarnatie,reincarnatie,reincarnatie,nas-persons-field,,1,Wereldrelegiedag 2002-deel 2,reincarnatie,true,high-precision
37b683c1-041e-106e-7203-4d0fcc60132b::ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,37b683c1-041e-106e-7203-4d0fcc60132b,ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,video,SR-NA_02_1027,20 januari 2001,personsRaw,person,person,first lady Liesbeth Venetiaan-Vanenburg,first lady liesbeth venetiaan-vanenburg,first lady Liesbeth Venetiaan-Vanenburg,nas-persons-field,,1,Kranslegging standbeeld Pengel olv Ronald Venetiaan,first lady Liesbeth Venetiaan-Vanenburg,true,high-precision
37b683c1-041e-106e-7203-4d0fcc60132b::ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,37b683c1-041e-106e-7203-4d0fcc60132b,ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,video,SR-NA_02_1027,20 januari 2001,personsRaw,person,person,advocaat Alwin Baarh,advocaat alwin baarh,advocaat Alwin Baarh,nas-persons-field,,1,Kranslegging standbeeld Pengel olv Ronald Venetiaan,advocaat Alwin Baarh,true,high-precision
37b683c1-041e-106e-7203-4d0fcc60132b::ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,37b683c1-041e-106e-7203-4d0fcc60132b,ec4a4f5b-2b97-6adc-5a0f-1db3d007ff6a,video,SR-NA_02_1027,20 januari 2001,personsRaw,person,person,Otmar Rogers,otmar rogers,Otmar Rogers,nas-persons-field,,1,Kranslegging standbeeld Pengel olv Ronald Venetiaan,Otmar Rogers,true,high-precision
3a27ec0a-3834-f2f4-f2d5-f3d5f97eff09::0f41c972-f50f-d953-d074-3f83a2649244,3a27ec0a-3834-f2f4-f2d5-f3d5f97eff09,0f41c972-f50f-d953-d074-3f83a2649244,image,SR-NA_03_0221,augustus 1992,description,place,plantation,Lelydorp,lelydorp,Lelydorp,stm-gazetteer,stm-01282,1,Akkoord voor nationale verzoening en ontwikkeling-Vredesakkoord,"twee belangrijkste illegale groeperingen hebben daartoe in Lelydorp een concept-vredesakkoord geparafeerd. DE REGERING VAN DE REPUBLIEK SURINAME, HET JUNGLE COMMANDO EN DE TUCAJANA AMAZON",true,high-precision
3a27ec0a-3834-f2f4-f2d5-f3d5f97eff09::0f41c972-f50f-d953-d074-3f83a2649244,3a27ec0a-3834-f2f4-f2d5-f3d5f97eff09,0f41c972-f50f-d953-d074-3f83a2649244,image,SR-NA_03_0221,augustus 1992,keywords,place,plantation,Lelydorp,lelydorp,Lelydorp,stm-gazetteer,stm-01282,1,Akkoord voor nationale verzoening en ontwikkeling-Vredesakkoord,raagzaamheid | Portal-eiland | Kourou | Moengo | Alliance | Lelydorp | medische zorg | onderwijsvoorzieningen | rehabilitatie | overheidsdiensten | repatriëring | ontheemden | vluchtelinge,true,high-precision
3b9026db-6a67-5961-2396-5315d9350a9d::80bf1993-0268-0c02-3a78-ee3d6c37782b,3b9026db-6a67-5961-2396-5315d9350a9d,80bf1993-0268-0c02-3a78-ee3d6c37782b,video,SR-NA_02_0220,19 november 1991,title,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Brand Gravenstraat Sullies Sales en omliggende panden,Brand Gravenstraat Sullies Sales en omliggende panden,true,high-precision
3b9026db-6a67-5961-2396-5315d9350a9d::80bf1993-0268-0c02-3a78-ee3d6c37782b,3b9026db-6a67-5961-2396-5315d9350a9d,80bf1993-0268-0c02-3a78-ee3d6c37782b,video,SR-NA_02_0220,19 november 1991,description,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Brand Gravenstraat Sullies Sales en omliggende panden,"Beelden van een grote brand aan de Gravenstraat, die drie panden -Gravenstraat 65, 67 en 69- op (19 november 1991) volledig in de as legde.",true,high-precision
3bd6cc23-9c2b-7b77-9d1f-fbbc9e679520::71e3843f-8bf8-6c40-6afa-2ff1a845ec0e,3bd6cc23-9c2b-7b77-9d1f-fbbc9e679520,71e3843f-8bf8-6c40-6afa-2ff1a845ec0e,video,SR-NA_02_0876,08 mei 1988,title,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Politie verwijdert verkoopkraampjes Waterkant,Politie verwijdert verkoopkraampjes Waterkant,true,high-precision
3bd6cc23-9c2b-7b77-9d1f-fbbc9e679520::71e3843f-8bf8-6c40-6afa-2ff1a845ec0e,3bd6cc23-9c2b-7b77-9d1f-fbbc9e679520,71e3843f-8bf8-6c40-6afa-2ff1a845ec0e,video,SR-NA_02_0876,08 mei 1988,description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Politie verwijdert verkoopkraampjes Waterkant,t marktventers in de omgeving van de Volkscredietbank en de Waterkant verwijderd. Die actie werd ingezet vanwege de schoonmaak in de binnenstad,true,high-precision
3cdb5081-1029-951d-7d74-36b544e17b7a::4986157a-8ff3-f458-31f8-f16598b8822e,3cdb5081-1029-951d-7d74-36b544e17b7a,4986157a-8ff3-f458-31f8-f16598b8822e,image,SR-NA_03_0007_050,1984,description,place,plantation,Post Gelderland,post gelderland,Post Gelderland,stm-gazetteer,stm-02511,1,"Suralco magazine, 1984 vol. 16 nr. 1","Inhoud: Post Gelderland, werd geschreven door Ir. F. C. Bubberman. -Het verhaal van de Araguaya-kreek/ The story of the Araguaya Creek pagina/p",true,high-precision
3dbee85b-6f42-bbb4-97b5-2e34e4e302e3::7e84dadf-f9b3-741a-2e8a-af50217a5f33,3dbee85b-6f42-bbb4-97b5-2e34e4e302e3,7e84dadf-f9b3-741a-2e8a-af50217a5f33,image,SR-NA_01_0257,1990,title,place,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,CHM aan de Steenbakkerijstraat,CHM aan de Steenbakkerijstraat,true,high-precision
3dbee85b-6f42-bbb4-97b5-2e34e4e302e3::7e84dadf-f9b3-741a-2e8a-af50217a5f33,3dbee85b-6f42-bbb4-97b5-2e34e4e302e3,7e84dadf-f9b3-741a-2e8a-af50217a5f33,image,SR-NA_01_0257,1990,description,place,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,CHM aan de Steenbakkerijstraat,Burgers aan de Steenbakkerijstraat omgeving CHM,true,high-precision
3e5f5f27-d6f4-dcfa-68e7-41dadf526265::a208fec6-479b-31e0-d194-5f801355bd36,3e5f5f27-d6f4-dcfa-68e7-41dadf526265,a208fec6-479b-31e0-d194-5f801355bd36,video,SR-NA_02_0803,1993,title,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Beelden Waterkant Veerplein,Beelden Waterkant Veerplein,true,high-precision
3e5f5f27-d6f4-dcfa-68e7-41dadf526265::a208fec6-479b-31e0-d194-5f801355bd36,3e5f5f27-d6f4-dcfa-68e7-41dadf526265,a208fec6-479b-31e0-d194-5f801355bd36,video,SR-NA_02_0803,1993,description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Beelden Waterkant Veerplein,Een beeld van de waterkant nabij het veerplein.,true,high-precision
3ef83e98-db1a-9769-a4a5-6d79b6f0bd55::adc4d2b4-f931-b394-81d5-3b5d77c00c29,3ef83e98-db1a-9769-a4a5-6d79b6f0bd55,adc4d2b4-f931-b394-81d5-3b5d77c00c29,video,SR-NA_02_0919,19 maart,description,place,plantation,Industrie,industrie,Industrie,stm-gazetteer,stm-00858,1,Bezoek President Venetiaan aan Indonesia en China,"etiaan, Fred Derby, Henk Arron en de minister van handel en Industrie voor het tekenen van een MoU voor verbetering van de handel tussen Suriname en Indonesia en Suriname en China. In China",true,high-precision
3fda452f-90d3-4fbe-a339-ed130abb8388::c44d5d3e-6759-3dfe-888d-3da056e6fca8,3fda452f-90d3-4fbe-a339-ed130abb8388,c44d5d3e-6759-3dfe-888d-3da056e6fca8,image,SR-NA_01_0164,December 1970,description,place,street,Pad van Wanica,pad van wanica,Pad van Wanica,paramaribo-street-standardization,,1,Confectie ARROW,Bedrijfsfoto's confectie ARROW aan het Pad van Wanica,true,high-precision
3fda452f-90d3-4fbe-a339-ed130abb8388::c44d5d3e-6759-3dfe-888d-3da056e6fca8,3fda452f-90d3-4fbe-a339-ed130abb8388,c44d5d3e-6759-3dfe-888d-3da056e6fca8,image,SR-NA_01_0164,December 1970,description,place,street,Wanica,wanica,Wanica,paramaribo-street-standardization,,1,Confectie ARROW,Bedrijfsfoto's confectie ARROW aan het Pad van Wanica,true,high-precision
3fda452f-90d3-4fbe-a339-ed130abb8388::c44d5d3e-6759-3dfe-888d-3da056e6fca8,3fda452f-90d3-4fbe-a339-ed130abb8388,c44d5d3e-6759-3dfe-888d-3da056e6fca8,image,SR-NA_01_0164,December 1970,description,place,river,Pad van Wanica,pad van wanica,Pad van Wanica,stm-gazetteer,stm-00037,1,Confectie ARROW,Bedrijfsfoto's confectie ARROW aan het Pad van Wanica,true,high-precision
41743523-185a-94bf-540a-5d4ce0168977::1de6b7a5-25e8-79f0-46ed-8bf323506f30,41743523-185a-94bf-540a-5d4ce0168977,1de6b7a5-25e8-79f0-46ed-8bf323506f30,image,SR-NA_01_0407,1987,personsRaw,person,person,Ivan Graanoogst,ivan graanoogst,Ivan Graanoogst,nas-persons-field,,1,Delegatie begrafenis Burnham Guyana,Ivan Graanoogst,true,high-precision
41743523-185a-94bf-540a-5d4ce0168977::1de6b7a5-25e8-79f0-46ed-8bf323506f30,41743523-185a-94bf-540a-5d4ce0168977,1de6b7a5-25e8-79f0-46ed-8bf323506f30,image,SR-NA_01_0407,1987,personsRaw,person,person,Eric Tjon Kie Sim,eric tjon kie sim,Eric Tjon Kie Sim,nas-persons-field,,1,Delegatie begrafenis Burnham Guyana,Eric Tjon Kie Sim,true,high-precision
4195fce8-9e01-4e9f-6473-e267d3a0d723::c55340b7-1d31-95c9-7c0e-724723b33d72,4195fce8-9e01-4e9f-6473-e267d3a0d723,c55340b7-1d31-95c9-7c0e-724723b33d72,video,SR-NA_02_0989,Onbekend,personsRaw,person,person,Otmar Rodgers,otmar rodgers,Otmar Rodgers,nas-persons-field,,1,Interview met LVV-minister Geeta Gangaram Panday over bacovensector,Otmar Rodgers,true,high-precision
4195fce8-9e01-4e9f-6473-e267d3a0d723::c55340b7-1d31-95c9-7c0e-724723b33d72,4195fce8-9e01-4e9f-6473-e267d3a0d723,c55340b7-1d31-95c9-7c0e-724723b33d72,video,SR-NA_02_0989,Onbekend,personsRaw,person,person,Jenniffer Geerlings-Simons,jenniffer geerlings-simons,Jenniffer Geerlings-Simons,nas-persons-field,,1,Interview met LVV-minister Geeta Gangaram Panday over bacovensector,Jenniffer Geerlings-Simons,true,high-precision
426e9089-e385-4e3b-1e06-2ee91575d9ed::4fd223a6-55c8-cb73-7ea0-06916465ef2b,426e9089-e385-4e3b-1e06-2ee91575d9ed,4fd223a6-55c8-cb73-7ea0-06916465ef2b,image,SR-NA_03_0007_023,dec-75,description,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,"Suralco magazine, december 1975","e. OMSLAG Foto: ""Studio '67"" Een schaafijs-verkoper aan de Waterkant. Geen feest In Suriname zonder dit vertrouwde beeld.",true,high-precision
429a8c02-f5ac-7c9c-f64d-44f730385745::2df2456d-75b8-90e3-bd19-9bb67228582a,429a8c02-f5ac-7c9c-f64d-44f730385745,2df2456d-75b8-90e3-bd19-9bb67228582a,video,SR-NA_02_0615,23-maart-1988,keywords,place,street,Kerkplein,kerkplein,Kerkplein,paramaribo-street-standardization,,1,Uitgifte postzegels Paasweldadigheidsstichting,Filatelie | Potkantoor | Surpost | Kerkplein | Ramsewak Shankar | Lesley Power | Stichting Paasweldadigheidszegels,true,high-precision
431f9a3e-7c69-06dd-c92b-ed40e552bc55::d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,431f9a3e-7c69-06dd-c92b-ed40e552bc55,d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,video,SR-NA_02_1300-STV0000002DVM,26-27 april 2010,personsRaw,person,person,Ram Sardjoe,ram sardjoe,Ram Sardjoe,nas-persons-field,,1,NPS-Nieuw Front-Saramacca-Brokopondo,Ram Sardjoe,true,high-precision
431f9a3e-7c69-06dd-c92b-ed40e552bc55::d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,431f9a3e-7c69-06dd-c92b-ed40e552bc55,d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,video,SR-NA_02_1300-STV0000002DVM,26-27 april 2010,personsRaw,person,person,Paul Somohardjo,paul somohardjo,Paul Somohardjo,nas-persons-field,,1,NPS-Nieuw Front-Saramacca-Brokopondo,Paul Somohardjo,true,high-precision
431f9a3e-7c69-06dd-c92b-ed40e552bc55::d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,431f9a3e-7c69-06dd-c92b-ed40e552bc55,d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,video,SR-NA_02_1300-STV0000002DVM,26-27 april 2010,personsRaw,person,person,Sigfried Gilds,sigfried gilds,Sigfried Gilds,nas-persons-field,,1,NPS-Nieuw Front-Saramacca-Brokopondo,Sigfried Gilds,true,high-precision
431f9a3e-7c69-06dd-c92b-ed40e552bc55::d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,431f9a3e-7c69-06dd-c92b-ed40e552bc55,d9f2dac6-4021-3cc8-bd76-fa6c83a0f797,video,SR-NA_02_1300-STV0000002DVM,26-27 april 2010,personsRaw,person,person,Ronald Venetiaan,ronald venetiaan,Ronald Venetiaan,nas-persons-field,,1,NPS-Nieuw Front-Saramacca-Brokopondo,Ronald Venetiaan,true,high-precision
43bb002a-a5ce-1186-b634-e7ae0bc41f18::775db502-4058-d479-41ec-44146b933013,43bb002a-a5ce-1186-b634-e7ae0bc41f18,775db502-4058-d479-41ec-44146b933013,image,SR-NA_01_0283_006_002,25 februari 1980,title,place,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,Politiebureau Waterkant voor de beschieting,Politiebureau Waterkant voor de beschieting,true,high-precision
43bb002a-a5ce-1186-b634-e7ae0bc41f18::775db502-4058-d479-41ec-44146b933013,43bb002a-a5ce-1186-b634-e7ae0bc41f18,775db502-4058-d479-41ec-44146b933013,image,SR-NA_01_0283_006_002,25 februari 1980,description,place,street,Watermolenstraat,watermolenstraat,Watermolenstraat,paramaribo-street-standardization,,1,Politiebureau Waterkant voor de beschieting,"Een agent staat voor het hoofbureau van Politie aan de Watermolenstraat, een pantserwagen rijdt rond rijd in de binnenstad en nieuwsgierige burgers staan te wachten op de komende gebeurteniss",true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,John Jansen van Galen,john jansen van galen,John Jansen van Galen,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,John Jansen van Galen,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,Roshnie Radhakishun,roshnie radhakishun,Roshnie Radhakishun,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,Roshnie Radhakishun,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,Radika,radika,Radika,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,Radika,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,Steven van Fredrikslust,steven van fredrikslust,Steven van Fredrikslust,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,Steven van Fredrikslust,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,Radio-10,radio-10,Radio-10,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,Radio-10,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,leerkracht,leerkracht,leerkracht,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,leerkracht,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,schoolkinderen,schoolkinderen,schoolkinderen,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,schoolkinderen,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,klaslokaal,klaslokaal,klaslokaal,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,klaslokaal,true,high-precision
4404540a-e8a1-34fa-42b2-7a6c71bcee28::8df4787b-1302-5c84-ccb9-37b3f8812591,4404540a-e8a1-34fa-42b2-7a6c71bcee28,8df4787b-1302-5c84-ccb9-37b3f8812591,video,SR-NA_02_0990_002,Onbekend,personsRaw,person,person,Paul Somohardjo,paul somohardjo,Paul Somohardjo,nas-persons-field,,1,Defilé‚ onafhankelijkheidsplein-deel 2,Paul Somohardjo,true,high-precision
44caf28e-1581-745a-f5d9-70541f9ad773::72ce7be3-8771-98a9-50db-e085d8432a24,44caf28e-1581-745a-f5d9-70541f9ad773,72ce7be3-8771-98a9-50db-e085d8432a24,image,SR-NA_01_0268,1990,description,place,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,Henk Arronstraat,"Henk Arronstraat, de vroegere Gravenstraat",true,high-precision
456f2373-5953-ef73-4a19-7de18342c195::d7a88d47-7584-4f80-8630-0a919b9f3722,456f2373-5953-ef73-4a19-7de18342c195,d7a88d47-7584-4f80-8630-0a919b9f3722,video,SR-NA_02_0055,1990,title,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Verzanden beschelpen wegen Nickerie Weekjournaal,Verzanden beschelpen wegen Nickerie Weekjournaal,true,high-precision
456f2373-5953-ef73-4a19-7de18342c195::d7a88d47-7584-4f80-8630-0a919b9f3722,456f2373-5953-ef73-4a19-7de18342c195,d7a88d47-7584-4f80-8630-0a919b9f3722,video,SR-NA_02_0055,1990,description,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Verzanden beschelpen wegen Nickerie Weekjournaal,Project bezanden en beschelpen wegen in Nickerie. Startsein gegeven door districtscommissaris Krish Bhoendie van Nickerie,true,high-precision
4580dc16-52ed-a36c-a52b-313d133ff08a::fafc896d-6aee-ef73-86c2-1a69a94eff9d,4580dc16-52ed-a36c-a52b-313d133ff08a,fafc896d-6aee-ef73-86c2-1a69a94eff9d,video,SR-NA_02_1382,Onbekend,personsRaw,person,person,Desi Bouterse,desi bouterse,Desi Bouterse,nas-persons-field,,1,Verkiezingstoespraak Bouterse,Desi Bouterse,true,high-precision
45a2d7d1-684a-ddec-7adc-852e05a492bf::af861f8e-a45a-2903-7343-593ba1fa7026,45a2d7d1-684a-ddec-7adc-852e05a492bf,af861f8e-a45a-2903-7343-593ba1fa7026,video,NAS_063______-NAS3000O5OC,1 februari 1978,personsRaw,person,person,Johan Ferrier,johan ferrier,Johan Ferrier,nas-persons-field,,1,Films_Johan_Henri_Eliza_Ferrier_07,Johan Ferrier,true,high-precision
46e5df93-87e4-f1bb-1ed2-09451ee25e21::3005d86b-92b8-23cb-4f83-78307019afd6,46e5df93-87e4-f1bb-1ed2-09451ee25e21,3005d86b-92b8-23cb-4f83-78307019afd6,video,SR-NA_02_0938_002,Onbekend,title,place,river,Nickerie,nickerie,Nickerie,stm-gazetteer,stm-00261,1,Jules Adjodhia vergadert met land en padieboeren te Nickerie,Jules Adjodhia vergadert met land en padieboeren te Nickerie,true,high-precision
