recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1828-101-834;3943;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Mon Plaisir;Mon Plaisir;Q124831608;;;;;;;;;;;;;;;;;1000;kost;;;;;;;A.J. Comvalius.;B.A. Comvalius.;A.J. Comvalius.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-835;3944;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Moederszorg;Moederzorg;Q124831606;;;;;;;;;;;;;;;;;;kost;;;;;;;B. van Steffens.;B.A. Comvalius.;B. van Steffens.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-836;3945;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Zonhoop;Zonhoop;Q59134217;;;;;;;;;;;Zonhoop, Dankbaarheid en Land van Onverwacht;Q131349100;;;;;;kost;;;;;;;M.v. Lobbrecht.;M. van Lobbrecht.;M.v. Lobbrecht.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-837;3946;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Dankbaarheid;Dankbaarheid;Q59115431;;;;;;;;;;;Zonhoop, Dankbaarheid en Land van Onverwacht;Q131349100;;;;;;hout;;;;;;;J. en K.v. Lobbrecht.;J. van Lobbrecht.;J. en K.v. Lobbrecht.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-838;3947;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Nooit Gedacht;Nooit Gedacht;Q59132924;;;;;;;;;;;;;;;;;;hout;;;;;;;B. van Bergen.;B.v. Bergen.;B. van Bergen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-839;3948;1828;101;H;;Wanica-kreek, regterhand uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;De Verwachting;De goede Verwachting;Q137911212;;;;;;;;;;;;;;;;;;;;;militaire post;Militair Piket.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-840;3949;1828;101;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Maria's Lust;Maria's lust;Q124831567;;;;;;;;;;;;;;;;;500;hout;;;;;;;M. van de Directie.;M.F. Petrus.;Margo v. de Directie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-841;3950;1828;101;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Curaçao;Curaçao;Q104186199;;;;;;;;;;;;;;;;;500;hout;;;;;;;B. A'Cohen.;M.F. Petrus.;B. A'Cohen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-842;3951;1828;101;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Nieuw Libanon;Nieuw Libanon.;Q59132849;;;;;;;;;;;;;;;;;;;;;;;verlaten;;B. A'Colzen.;M.F. Petrus.;Nesselrode von Hugenpoth.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-843;3952;1828;101;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Daphina's Zorg;Daphina's zorg;Q59115433;;;;;;;;;;;;;;;;;;kost;;;;;;;J. Scholtsborg.;J. Scholtsborg.;J. Scholtsborg.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-101-844;3953;1828;101;H;;Tawajarie-kreek, regterhand;Tawayarie Kreek;Saramacca;rechts;Welgevonden;Welgevonden.;Q59134106;;;;;;;;;;;;;;;;;;hout;;;;;;;J. de Britto.;J. de Britto.;J. de Britto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-845;3954;1828;102;H;;Tawajarie-kreek, regterhand;Tawayarie Kreek;Saramacca;rechts;Waterloo;Waterloo;Q28150229;;;;;;;;;;;;;;;;;2000;hout;;;;;;;J. en G. en K. Muller.;K. Muller.;J. en G. en K. Muller.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-846;3955;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;De Goede Verwachting (Wanica);De goede Verwachting;Q59115489;;;;;;;;;;;;;;;;;750;kost;;;;;;;J. Muller ¾. Sekwesters ¼.;J. Muller.;J. en G. en K. Muller.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-847;3956;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;Onverwacht (Wanica);Onverwacht.;Q124808585;;;;;;;;;;;Onverwacht, Duisburg en 1/2 Flora;Q59132994;;;;;250;;;;;;verlaten;;F.J.L.R. van Onna.;J. Muller.;Bl. J.E.v. Onna.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-848;3957;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;Duisburg;Duisburg;Q135395727;;;;;;;;;;;Onverwacht, Duisburg en 1/2 Flora;Q59132994;;;;;200;;;;;;verlaten;;F.J.L.R. van Onna.;J. Muller.;Bl. J.E.v. Onna.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-849;3958;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;Flora;Flora;Q2490145;;;;;;;;;;;Onverwacht, Duisburg en 1/2 Flora;Q59132994;;;;;500;hout;;;;;;;J. de A.Bo. de Mesquita.;J. de A.Bo. de Mesquita.;J. de A.Bo. de Mesquita en Bl.v. Onna.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-850;3959;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;Zorg en Hoop;Zorg en Hoop.;Q124832259;;;;;;;;;;;;;;;;;300;hout;;;;;;;Idem.;Idem.;J. de A.Bo. de Mesquita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-851;3960;1828;102;H;;Het gedolven kanaal van Wanica;Wanica-kanaal;Saramacca;;Hermitage;Hermitage;Q59115684;;;;;;;;;;;;;;;;;525;hout;;;;;;;Sanches en Heilbron.;H. de Montel.;Sanches en Heilbron;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-853;3961;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Inverness;Inverness;Q125117414;PSUR0147;;;;;;;;;;;;;;;;500;katoen;;;;;;;W. Mackintosh en W. More.;W. More.;W. Mackintosh en W. More.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-854;3962;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Hamilton;Hamilton;Q59115673;PSUR0132;;;;;;;;;;;;;;;;500;katoen;;;;;;;J. Taylor.;J. Taylor.;J. Taylor.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-855;3963;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Welgelegen;Welgelegen;Q125087711;PSUR0352;;;;;;;;;;;;;;;;500;;;;;;;;Weesm. en J. More.;J. More.;M. Dufect en J. More.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-856;3964;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Hague;Hague;Q59115675;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;A. Stuart.;A. Stuart.;A. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-857;3965;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Moy;Moy;Q59119458;PSUR0237;;;;;;;;;;;;;;;;500;katoen;;;;;;;W. Ferrier.;S.M. Bean.;D.M. Bean.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-858;3966;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Persévérance;Persévérance.;Q59133062;PSUR0180;;;;;;;;;;;;;;;;500;katoen;;;;;;;J. Harvie.;J. Harvie.;J. Harvie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-859;3967;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Cardrosspark ;Cardross.;Q59115358;;;;;;;;;;;Cardrosspark  en Bellevue;Q130536926;;;;;1000;katoen;;;;;;;D. Cameron en W. Ferrier.;W. Ferrier.;D. Cameron en W. Ferrier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-860;3968;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Mary's Hope;Mary's hope;Q59117998;PSUR0230;;;;;;;;;;;;;;;;1000;katoen;;;;;;;Rd. O'Ferrall Sr. en Jr. en A. Ferrier.;A. Cameron.;Bl. E. Conolly.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-102-861;3969;1828;102;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Totness;Jotness;Q59133938;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;A. Ferrier en J.B. Parry.;J. Barker.;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-862;3970;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Friendship;Friendship;Q59115600;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;500;katoen;;;;;;;C. Cambell, Jr.;J. Mac Lachlan.;Bl. J.S. Cambell.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-863;3971;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Coronie (militaire post);Corona;Q131416184;;;;;;;;;;;;;;;;;;;;;militaire post;Militaire Post;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-864;3972;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Bantaskine;Bantaskine;Q59115189;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;1000;katoen;;;;;;;C. Cambell, Jr.;J. Mac Lachlan.;J. Macphertson, J. Towsy en J. Barkley.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-865;3973;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;John;John;Q59115747;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;500;katoen;;;;;;;D. Cameron.;A. Cumming.;Boedel Wilson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-866;3974;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Belladrum;Belladruin;Q59115216;PSUR0023;;;;;;;;;;;;;;;;500;katoen;;;;;;;J. Mac Donald.;J. Mac Donald;J. Mac Donald.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-867;3975;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Novar;Lot no. 218 Novar;Q59132942;PSUR0263;;;;;;;;;;;;;;;;250;katoen;;;;;;;J. Stuart.;A. Simon.;J. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-868;3976;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Clyde;Clijde;Q59115396;PSUR0060;;;;;;;;;;;;;;;;250;katoen;;;;;;;D. Cameron.;;Bl. A. Cameron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-869;3977;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Leasowes;Leasowes;Q59116940;;;;;;;;;;;Leasowes en Clyde;Q131413313;;;;;1000;katoen;;;;;;;D. Cameron.;W. Mackintosh.;Bl. A. Cameron en Punnet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-870;3978;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Sarah;Sarah;Q59133279;PSUR0307;;;;;;;;;;;;;;;;1000;katoen;;;;;;;A. Ferrier en J.B. Parry.;J. Barker.;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-871;3979;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Burnside;Burnside;Q59115340;PSUR0050;;;;;;;;;;;;;;;;1000;katoen;;;;;;;D. Cameron.;D. Cameron.;Bl. A. Cameron en Punnet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-872;3980;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Lot 208;Lot no. 208;Q59116987;;;;;;;;;;;Lot 208 en Hope 209;Q131349047;;;;;;katoen;;;;;;;Sekwesters.;J.P. Slengarde;Bl. S. van Thol.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-873;3981;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Hope 209;Hope;Q124830844;PSUR0210;;;;;;;;;;Lot 208 en Hope 208;Q131349046;;;;;1000;katoen;;;;;;;F.W. Faerber.;W.M.v. Thol.;Bl. S. van Thol.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-874;3982;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Oxford;Oxford;Q59133034;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;J. Hewitt.;J. Wilkens.;Bl. Ricketts en Hewitt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-875;3983;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Potosie;Potosie;Q59133100;PSUR0288;;;;;;;;;;;;;;;;1500;katoen;;;;;;;A. Ferrier en J.B. Parry.;C. Meijers.;Bl. W.A. Castairs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-876;3984;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Buckleburg;Buchelburij;Q59115338;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;A. Ferrier en J.B. Parry.;S. van Thol.;Bl. Th. Law.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-103-877;3985;1828;103;H;;Opper-district Nikeri;Atlantische kust;Atlantische kust;;Waltonhall;Waltonhall;Q59134054;;;;;;;;;;;;;;;;;500;katoen;;;;;;;J.A. Walton.;J.A. Walton.;J.A. Walton.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-878;3986;1828;104;H;;Rijweg, regterhand;Atlantische kust;Atlantische kust;rechts;Diamond;Diamond;Q28150537;PSUR0094;;;;;;;;;;;;;;;;820;katoen;;;;;;;Rt. Cruickshank.;Rt. Cruickshank.;W. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-879;3987;1828;104;H;;Rijweg, regterhand;Atlantische kust;Atlantische kust;rechts;Leadshall;Leadshall.;Q59116932;PSUR0192;;;;;;;;;;;;;;;;250;katoen;;;;;;;R. Pickering.;R. Pickering.;R. Pickering.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-880;3988;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Union;Union;Q59133968;PSUR0331;PSUR0330;;;;;;;;;;;;;;;1000;katoen;;;;;;;G.F. Cruden en Rt. Cruickshank.;A. Cruickshank.;Erv. G. Cruden ?. W. Stuart ?.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-881;3989;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Good Intent;Good-intent.;Q59115633;PSUR0121;;;;;;;;;;;;;;;;250;katoen;;;;;;;G.F. Cruden.;G.F. Crunden.;Erv. G. Cruden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-882;3990;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Providence;Providence;Q59133108;PSUR0290;;;;;;;;;;;;;;;;500;katoen;;;;;;;N. Herbert, Jr.;Js. Tyndall.;Erv. N. Herbert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-883;3991;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Zealand;Sealand;Q59134180;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;Jos. Tyndall.;Henry Tyndall;Jos. Tyndall.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-884;3992;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Gloucester;Gloucester;Q59115620;;;;;;;;;;;Gloucester en Hope;Q131349016;;;;;500;katoen;;;;;;;C. Campbell, Jr.;A. Mac Donald;C. Simson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-885;3993;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Hope;Hope;Q59115702;;;;;;;;;;;Gloucester en Hope;Q131349016;;;;;500;katoen;;;;;;;C. Campbell, Jr,;A. Allan.;W. Christie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-886;3994;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Forgue;Forgue;Q59115588;PSUR0111;;;;;;;;;;;;;;;;500;katoen;;;;;;;W. Fraser.;...Stuart.;W. Fraser.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-887;3995;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Lochaber;Locharber;Q59116976;PSUR0203;;;;;;;;;;;;;;;;250;katoen;;;;;;;Cur. en Weesm.;Vt. Abbensetz.;Bl. R. Mac Lachlan.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-888;3996;1828;104;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Rhynie;Rhynie;Q59133158;PSUR0299;;;;;;;;;;;;;;;;250;katoen;;;;;;;Js. Gordon.;Js. Gordon.;Js. Gordon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-889;3997;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Margarethenburg;Margaretenburg;Q21000083;PSUR0226;;;;;;;;;;;;;;;;500;koffie;;;;;;;W. Carbin.;W. Carbin.;W. Carbin.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-890;3998;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Waterloo;Waterloo;Q124832148;PSUR0348;;;;;;;;;;;;;;;;500;koffie en suiker;;;;;;;Js. Balfour.;J. Reddock.;Js. Balfour.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-891;3999;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Nursery;Nurserij;Q28150367;PSUR0264;;;;;;;;;;;;;;;;500;koffie;;;;;;;Js. Tyndall.;A. Tyndall.;Js. Tyndall.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-892;4000;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Hazard;Hazard;Q124830732;PSUR0136;;;;;;;;;;;;;;;;500;koffie;;;;;;;N. Herbert, Jr.;F. la Tour.;Erv. N. Herbert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-893;4001;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Longmay;Loumaij;Q20979831;PSUR0205;;;;;;;;;;;;;;;;500;koffie;;;;;;;Rt. Cruden.;G.F. Cruden.;J.R. Cruden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-894;4002;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Plaisance;Plaisance;Q21000095;;;;;;;;;;;;;;;;;500;koffie;;;;;;;G.F. Cruden en W. Fraser.;...Stuart.;Bl. Cruden ?. W. Fraser ?.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-895;4003;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Paradise;Paradise;Q21000089;PSUR0277;;;;;;;;;;;;;;;;1000;koffie en suiker;;;;;;;Rt. Cruickshank.;Js. Cruickshank.;W. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-896;4004;1828;104;H;;Nikeri-kreek, regterhand in het opvaren;Nickerierivier;Nickerie;rechts opvaren;Krappahoek;Krappahoek;Q136841472;;;;;;;;;;;Lot 10 en 11 of Krappahoek;Q20967226;;;;;1000;koffie;;;;;;;G.H.v. Kempen en W. Carbin.;E. Leon Arons.;Charbon en Zn.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-897;4005;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Botany Bay;Botany-bay;Q28657049;;;;;;;;;;;;;;;;;250;koffie;;;;;;;C. Campbell, Jr.;A. Allan.;W. Christie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-898;4006;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Glensander;Glensander;Q59115617;;;;;;;;;;;;;;;;;250;kost;;;;;;;Cur. en Weesm.;Vt. Abbensetz.;Bl. Mac Lachlan.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-899;4007;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Litt. I.;Litt. I.;Q59116973;;;;;;;;;;;;;;;;;500;koffie;;;;;;;Js. Gordon.;Js. Gordon.;Js. Gordon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-900;4008;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;L'Espérance;l'Espérance;Q59116851;;;;;;;;;;;;;;;;;500;koffie;;;;;;;G.H.v. Kempen.;K. Schermer.;G.H.v. Kempen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-901;4009;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Lot 10 en 11;No. 10 en 11.;Q136841491;;;Lot 10;Q131427749;Lot 11;Q135395247;Lot 10 en 11 of Krappahoek;Q20967226;;;;;;;;;1500;koffie;;;;nieuwe aanleg;;;G.H.v. Kempen en W. Carbin.;W. Carbin.;Charbon en Zn.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-104-902;4010;1828;104;H;;Nikeri-kreek, linkerhand in het opvaren;Nickerierivier;Nickerie;links opvaren;Standvastigheid;Standvastigheid;Q59133886;;;;;;;;;;;;;;;;;725;kost;;;;;;;Cur. en Weesm.;J. Abbensetz.;Erv. L.C. Abbensetz.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-1;4011;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Berg en Dal (Land van);Land van Bergendaal;Q59115222;;;;;;;;;;;;;;;;;2750;hout;;;;Zie Sur. Link.;;;C.L. Weissenbruch en Q.G. Pichot.;J.F. Smith, von Mengershausen.;Erv. Raye van Breukelerwaard en Erv. Coudere.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-10;4012;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Cadix en Co;Cadix en Co.;Q59115347;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-11;4013;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Non Pensé;Non Panse;Q59132922;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-12;4014;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Auca;Auca;Q59115172;;;;;;;;;;;;;;La Diligence;Q124830989;;;hout;;;;;;;;;Zie Pl. la Diligence.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-13;4015;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Quamabo (Land van);Land van Quamabo;Q59133114;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-14;4016;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;La Diligence (Land van);Land van la Diligence.;Q59116863;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-15;4017;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Jodensavanne ;Jodensavane;Q648787;;;;;;;;;;;;;;;;;;;;;Portugees Israëlitische Gemeente;Portugeese Israëlitische Gemeente;;;;;Portugeese Israëlitische Gemeente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-16;4018;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Palmeneribo en Surimombo;Surimombo en };Q131349067;;;Palmeneribo;Q59133036;Surimombo;Q59133905;;;;;;;;;;;;hout;;;;;;;D. Sanches.;D. Sanches.;D. Sanches.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-18;4019;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Mahanain;Mahanain;Q59117037;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-19;4020;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Bamby;Bamby;Q59115188;;;;;;;;;;;;;;;;;;hout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828-61-2;4021;1828;61;AA en AAA;;Rivier Suriname, regterhand in het afvaren;Suriname;Suriname;rechts afvaren;Remoncourt;Remoncour;Q29533971;PSUR0298;;;;;;;;;;;;;;;;4250;hout;;;;;;;Erv. J. Snyders.;W.H. Snyders;Erv. J. Snyders.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
