lpId,adres1885,straatnaam1885,zoneType,lpAddressStatus,isLinkableAddress,linkingStatus,hasGeometry,candidateCount,candidateSummary
1,A44,Gouvernementsplein,older-regime,address,yes,matched,yes,3,309 | 1837 | A. 44 | Gouvernementsplein | 1837-exact-components+street || 310 | 1837 | A. 44 | Gouvernementsplein | 1837-exact-components+street || 311 | 1837 | A. 44 | Gouvernementsplein | 1837-exact-components+street
2,A45,Gouvernementsplein,older-regime,address,yes,matched,yes,1,2097 | 1837 | A. 45 | Gouvernementsplein | 1837-exact-components+street
3,A96,Gouvernementsplein,older-regime,address,yes,matched,yes,2,339 | 1837 | A. 96 | Gouvernementsplein | 1837-exact-components+street || 340 | 1837 | A. 96 | Gouvernementsplein | 1837-exact-components+street
4,A97,Gouvernementsplein,older-regime,address,yes,matched,yes,2,2096 | 1837 | A. 97 | Gouvernementsplein | 1837-exact-components+street || 2098 | 1837 | A. 97a | Gouvernementsplein | 1837-fallback-core-only+street
5,A1a,Gravenstraat,older-regime,address,yes,matched,yes,6,2 | 1837 | A.  1 | Gravenstraat | 1837-fallback-core-only+street || 3 | 1837 | A.  1 | Gravenstraat | 1837-fallback-core-only+street || 4 | 1837 | A.  1 | Gravenstraat | 1837-fallback-core-only+street || 5 | 1837 | A.  1 | Gravenstraat | 1837-fallback-core-only+street || 6 | 1837 | A.  1a | Gravenstraat | 1837-exact-components+street || 7 | 1837 | A.  1b | Gravenstraat | 1837-fallback-core-only+street
6,A2,Gravenstraat,older-regime,address,yes,matched,yes,1,18 | 1837 | A.  2 | Gravenstraat | 1837-exact-components+street
7,A12,Gravenstraat,older-regime,address,yes,matched,yes,2,178 | 1837 | A. 12 | Gravenstraat | 1837-exact-components+street || 185 | 1837 | A. 12 | Gravenstraat | 1837-exact-components+street
8,A11,Gravenstraat,older-regime,address,yes,matched,yes,5,165 | 1837 | A. 11 | Gravenstraat | 1837-exact-components+street || 166 | 1837 | A. 11 | Gravenstraat | 1837-exact-components+street || 167 | 1837 | A. 11 | Gravenstraat | 1837-exact-components+street || 168 | 1837 | A. 11 | Gravenstraat | 1837-exact-components+street || 169 | 1837 | A. 11 | Gravenstraat | 1837-exact-components+street
9,A10,Gravenstraat,older-regime,address,yes,matched,yes,1,149 | 1837 | A. 10 | Gravenstraat | 1837-exact-components+street
10,A9,Gravenstraat,older-regime,address,yes,matched,yes,4,140 | 1837 | A.  9 | Gravenstraat | 1837-exact-components+street || 141 | 1837 | A.  9 | Gravenstraat | 1837-exact-components+street || 142 | 1837 | A.  9 | Gravenstraat | 1837-exact-components+street || 143 | 1837 | A.  9 | Gravenstraat | 1837-exact-components+street
11,A8,Gravenstraat,older-regime,address,yes,matched,yes,1,86 | 1837 | A.  8 | Gravenstraat | 1837-exact-components+street
12,A7,Gravenstraat,older-regime,address,yes,matched,yes,1,82 | 1837 | A.  7 | Gravenstraat | 1837-exact-components+street
13,A6,Gravenstraat,older-regime,address,yes,matched,yes,11,69 | 1837 | A.  6 | Gravenstraat | 1837-exact-components+street || 70 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 71 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 72 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 73 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 74 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 75 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street || 76 | 1837 | A.  6b | Gravenstraat | 1837-fallback-core-only+street
14,A5,Gravenstraat,older-regime,address,yes,matched,yes,1,52 | 1837 | A.  5 | Gravenstraat | 1837-exact-components+street
15,A4,Gravenstraat,older-regime,address,yes,matched,yes,1,40 | 1837 | A.  4 | Gravenstraat | 1837-exact-components+street
16,A3,Gravenstraat,older-regime,address,yes,matched,yes,1,27 | 1837 | A.  3 | Gravenstraat | 1837-exact-components+street
17,A13,Gravenstraat,older-regime,address,yes,matched,yes,1,203 | 1837 | A. 13 | Gravenstraat | 1837-exact-components+street
18,A14,Gravenstraat,older-regime,address,yes,matched,yes,1,219 | 1837 | A. 14 | Gravenstraat | 1837-exact-components+street
19,A15,Gravenstraat,older-regime,address,yes,matched,yes,2,224 | 1837 | A. 15 | Gravenstraat | 1837-exact-components+street || 236 | 1837 | A. 15 | Gravenstraat | 1837-exact-components+street
20,A16,Gravenstraat,older-regime,address,yes,matched,yes,1,257 | 1837 | A. 16 | Gravenstraat | 1837-exact-components+street
21,A17,Gravenstraat,older-regime,address,yes,matched,yes,1,279 | 1837 | A. 17 | Gravenstraat | 1837-exact-components+street
22,A18,Gravenstraat,older-regime,address,yes,matched,yes,4,293 | 1837 | A. 18b | Gravenstraat | 1837-fallback-core-only+street || 294 | 1837 | A. 18a | Gravenstraat | 1837-fallback-core-only+street || 295 | 1837 | A. 18 | Gravenstraat | 1837-exact-components+street || 296 | 1837 | A. 18a | Gravenstraat | 1837-fallback-core-only+street
23,A19a,Gravenstraat,older-regime,address,yes,matched,yes,3,321 | 1837 | A. 19a | Gravenstraat | 1837-exact-components+street || 322 | 1837 | A. 19b | Gravenstraat | 1837-fallback-core-only+street || 323 | 1837 | A. 19b | Gravenstraat | 1837-fallback-core-only+street
24,A20b,Gravenstraat,older-regime,address,yes,matched,yes,3,330 | 1837 | A. 20a | Gravenstraat | 1837-fallback-core-only+street || 331 | 1837 | A. 20b | Gravenstraat | 1837-exact-components+street || 332 | 1837 | A. 20c | Gravenstraat | 1837-fallback-core-only+street
25,A26,Gravenstraat,older-regime,address,yes,matched,yes,1,110 | 1837 | A. 26 | Gravenstraat | 1837-exact-components+street
26,A25,Gravenstraat,older-regime,address,yes,matched,yes,2,370 | 1837 | A. 25 | Gravenstraat | 1837-exact-components+street || 371 | 1837 | A. 25 | Gravenstraat | 1837-exact-components+street
27,A21c,Gravenstraat,older-regime,address,yes,matched,yes,1,341 | 1837 | A. 21 | Gravenstraat | 1837-fallback-core-only+street
28,A22,Gravenstraat,older-regime,address,yes,matched,yes,1,349 | 1837 | A. 22 | Gravenstraat | 1837-exact-components+street
29,A23,Gravenstraat,older-regime,address,yes,matched,yes,1,354 | 1837 | A. 23 | Gravenstraat | 1837-exact-components+street
30,A24,Gravenstraat,older-regime,address,yes,matched,yes,1,363 | 1837 | A. 24 | Gravenstraat | 1837-exact-components+street
31,A28,Gravenstraat,older-regime,address,yes,matched,yes,1,336 | 1837 | A. 28 | Gravenstraat | 1837-exact-components+street
32,A29a,Gravenstraat,older-regime,address,yes,matched,yes,5,312 | 1837 | A. 29 | Gravenstraat | 1837-fallback-core-only+street || 313 | 1837 | A. 29a | Gravenstraat | 1837-exact-components+street || 314 | 1837 | A. 29b | Gravenstraat | 1837-fallback-core-only+street || 315 | 1837 | A. 29c | Gravenstraat | 1837-fallback-core-only+street || 316 | 1837 | A. 29d | Gravenstraat | 1837-fallback-core-only+street
33,A30,Gravenstraat,older-regime,address,yes,matched,yes,1,305 | 1837 | A. 30 | Gravenstraat | 1837-exact-components+street
34,A31,Gravenstraat,older-regime,address,yes,matched,yes,2,285 | 1837 | A. 31 | Gravenstraat | 1837-exact-components+street || 286 | 1837 | A. 31 | Gravenstraat | 1837-exact-components+street
35,A32,Gravenstraat,older-regime,address,yes,matched,yes,2,272 | 1837 | A. 32 | Gravenstraat | 1837-exact-components+street || 273 | 1837 | A. 32 | Gravenstraat | 1837-exact-components+street
36,A33,Gravenstraat,older-regime,address,yes,matched,yes,1,265 | 1837 | A. 33 | Gravenstraat | 1837-exact-components+street
37,A34b,Gravenstraat,older-regime,address,yes,matched,yes,4,250 | 1837 | A. 34b | Gravenstraat | 1837-exact-components+street || 251 | 1837 | A. 34c | Gravenstraat | 1837-fallback-core-only+street || 252 | 1837 | A. 34d | Gravenstraat | 1837-fallback-core-only+street || 253 | 1837 | A. 34a | Gravenstraat | 1837-fallback-core-only+street
38,A35,Gravenstraat,older-regime,address,yes,matched,yes,2,214 | 1837 | A. 35 | Gravenstraat | 1837-exact-components+street || 215 | 1837 | A. 35 | Gravenstraat | 1837-exact-components+street
39,A36,Gravenstraat,older-regime,address,yes,matched,yes,1,196 | 1837 | A. 36 | Gravenstraat | 1837-exact-components+street
40,A37,Gravenstraat,older-regime,address,yes,matched,yes,2,173 | 1837 | A. 37 | Gravenstraat | 1837-exact-components+street || 191 | 1837 | A. 37 | Gravenstraat | 1837-exact-components+street
41,A38,Gravenstraat,older-regime,address,yes,matched,yes,1,157 | 1837 | A. 38 | Gravenstraat | 1837-exact-components+street
42,A39,Gravenstraat,older-regime,address,yes,matched,yes,2,744 | 1837 | A. 39 | Gravenstraat | 1837-exact-components+street || 745 | 1837 | A. 39 | Gravenstraat | 1837-exact-components+street
43,A40,Gravenstraat,older-regime,address,yes,matched,yes,1,60 | 1837 | A. 40 | Gravenstraat | 1837-exact-components+street
44,A41,Gravenstraat,older-regime,address,yes,matched,yes,1,44 | 1837 | A. 41 | Gravenstraat | 1837-exact-components+street
45,A42,Gravenstraat,older-regime,address,yes,matched,yes,1,34 | 1837 | A. 42 | Gravenstraat | 1837-exact-components+street
46,A48,Heerenstraat,older-regime,address,yes,matched,yes,1,107 | 1837 | A. 48 | Heerenstraat | 1837-exact-components+street
47,A49,Heerenstraat,older-regime,address,yes,matched,yes,2,108 | 1837 | A. 49a | Heerenstraat | 1837-fallback-core-only+street || 116 | 1837 | A. 49b | Heerenstraat | 1837-fallback-core-only+street
48,A50,Heerenstraat,older-regime,address,yes,matched,yes,1,130 | 1837 | A. 50 | Heerenstraat | 1837-exact-components+street
49,A51,Heerenstraat,older-regime,address,yes,matched,yes,2,147 | 1837 | A. 51 | Heerenstraat | 1837-exact-components+street || 148 | 1837 | A. 51 | Heerenstraat | 1837-exact-components+street
50,A52,Heerenstraat,older-regime,address,yes,matched,yes,2,163 | 1837 | A. 52 | Heerenstraat | 1837-exact-components+street || 164 | 1837 | A. 52 | Heerenstraat | 1837-exact-components+street
51,A53,Heerenstraat,older-regime,address,yes,matched,yes,1,177 | 1837 | A. 53 | Heerenstraat | 1837-exact-components+street
52,A54,Heerenstraat,older-regime,address,yes,matched,yes,2,183 | 1837 | A. 54 | Heerenstraat | 1837-exact-components+street || 184 | 1837 | A. 54 | Heerenstraat | 1837-exact-components+street
53,A55,Heerenstraat,older-regime,address,yes,matched,yes,4,195 | 1837 | A. 55 | Heerenstraat | 1837-exact-components+street || 213 | 1837 | A. 55 | Heerenstraat | 1837-exact-components+street || 2089 | 1837 | A. 55 | Heerenstraat | 1837-exact-components+street || 2090 | 1837 | A. 55 | Heerenstraat | 1837-exact-components+street
54,A56b,Heerenstraat,older-regime,address,yes,matched,yes,5,382 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 383 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 384 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 394 | 1837 | A. 56a | Heerenstraat | 1837-fallback-core-only+street || 409 | 1837 | A. 56b | Heerenstraat | 1837-exact-components+street
55,A57,Heerenstraat,older-regime,address,yes,matched,yes,1,421 | 1837 | A. 57 | Heerenstraat | 1837-exact-components+street
56,A58,Heerenstraat,older-regime,address,yes,matched,yes,2,436 | 1837 | A. 58 | Heerenstraat | 1837-exact-components+street || 437 | 1837 | A. 58 | Heerenstraat | 1837-exact-components+street
57,A59a,Heerenstraat,older-regime,address,yes,matched,yes,2,451 | 1837 | A. 59a | Heerenstraat | 1837-exact-components+street || 452 | 1837 | A. 59b | Heerenstraat | 1837-fallback-core-only+street
58,A60a,Heerenstraat,older-regime,address,yes,matched,yes,5,456 | 1837 | A. 60a | Heerenstraat | 1837-exact-components+street || 457 | 1837 | A. 60 | Heerenstraat | 1837-fallback-core-only+street || 458 | 1837 | A. 60b | Noorderkerkstraat | 1837-fallback-core-only || 459 | 1837 | A. 60c | Noorderkerkstraat | 1837-fallback-core-only || 1037 | 1837 | A. 60d | Noorderkerkstraat | 1837-fallback-core-only
59,A66,Heerenstraat,older-regime,address,yes,matched,yes,3,464 | 1837 | A. 66 | Heerenstraat | 1837-exact-components+street || 465 | 1837 | A. 66 | Heerenstraat | 1837-exact-components+street || 466 | 1837 | A. 66 | Heerenstraat | 1837-exact-components+street
60,A67,Heerenstraat,older-regime,address,yes,matched,yes,1,472 | 1837 | A. 67 | Heerenstraat | 1837-exact-components+street
61,A68,Heerenstraat,older-regime,address,yes,matched,yes,1,493 | 1837 | A. 68 | Heerenstraat | 1837-exact-components+street
62,A69b,Heerenstraat,older-regime,address,yes,matched,yes,3,505 | 1837 | A. 69a | Heerenstraat | 1837-fallback-core-only+street || 506 | 1837 | A. 69b | Heerenstraat | 1837-exact-components+street || 507 | 1837 | A. 69c | Heerenstraat | 1837-fallback-core-only+street
63,A70,Heerenstraat,older-regime,address,yes,matched,yes,1,527 | 1837 | A. 70 | Heerenstraat | 1837-exact-components+street
64,A71,Heerenstraat,older-regime,address,yes,matched,yes,2,532 | 1837 | A. 71 | Heerenstraat | 1837-exact-components+street || 556 | 1837 | A. 71 | Heerenstraat | 1837-exact-components+street
65,A72,Heerenstraat,older-regime,address,yes,matched,yes,1,575 | 1837 | A. 72 | Heerenstraat | 1837-exact-components+street
66,A73,Heerenstraat,older-regime,address,yes,matched,yes,1,592 | 1837 | A. 73 | Heerenstraat | 1837-exact-components+street
67,A74,Heerenstraat,older-regime,address,yes,matched,yes,2,604 | 1837 | A. 74 | Heerenstraat | 1837-exact-components+street || 605 | 1837 | A. 74 | Heerenstraat | 1837-exact-components+street
68,A75,Heerenstraat,older-regime,address,yes,matched,yes,2,634 | 1837 | A. 75 | Heerenstraat | 1837-exact-components+street || 635 | 1837 | A. 75 | Heerenstraat | 1837-exact-components+street
69,A76,Heerenstraat,older-regime,address,yes,matched,yes,2,626 | 1837 | A. 76 | Heerenstraat | 1837-exact-components+street || 633 | 1837 | A. 76 | Heerenstraat | 1837-exact-components+street
70,A77,Heerenstraat,older-regime,address,yes,matched,yes,2,615 | 1837 | A. 77 | Heerenstraat | 1837-exact-components+street || 616 | 1837 | A. 77 | Heerenstraat | 1837-exact-components+street
71,A78,Heerenstraat,older-regime,address,yes,matched,yes,1,597 | 1837 | A. 78 | Heerenstraat | 1837-exact-components+street
72,A79,Heerenstraat,older-regime,address,yes,matched,yes,1,587 | 1837 | A. 79 | Heerenstraat | 1837-exact-components+street
73,A80,Heerenstraat,older-regime,address,yes,matched,yes,2,580 | 1837 | A. 80 | Heerenstraat | 1837-exact-components+street || 581 | 1837 | A. 80 | Heerenstraat | 1837-exact-components+street
74,A81,Heerenstraat,older-regime,address,yes,matched,yes,2,543 | 1837 | A. 81a | Heerenstraat | 1837-fallback-core-only+street || 544 | 1837 | A. 81b | Heerenstraat | 1837-fallback-core-only+street
75,A82,Heerenstraat,older-regime,address,yes,matched,yes,1,538 | 1837 | A. 82 | Heerenstraat | 1837-exact-components+street
76,A83,Heerenstraat,older-regime,address,yes,matched,yes,1,2113 | 1837 | A. 83 | Heerenstraat | 1837-exact-components+street
77,A84,Heerenstraat,older-regime,address,yes,matched,yes,3,3881 | 1837 | A. 84a | Heerenstraat | 1837-fallback-core-only+street || 3882 | 1837 | A. 84b | Heerenstraat | 1837-fallback-core-only+street || 3883 | 1837 | A. 84c | Heerenstraat | 1837-fallback-core-only+street
78,A85,Heerenstraat,older-regime,address,yes,matched,yes,5,514 | 1837 | A. 85 | Heerenstraat | 1837-exact-components+street || 515 | 1837 | A. 85a | Heerenstraat | 1837-fallback-core-only+street || 516 | 1837 | A. 85b | Heerenstraat | 1837-fallback-core-only+street || 517 | 1837 | A. 85c | Heerenstraat | 1837-fallback-core-only+street || 518 | 1837 | A. 85d | Heerenstraat | 1837-fallback-core-only+street
79,A86,Heerenstraat,older-regime,address,yes,matched,yes,3,485 | 1837 | A. 86 | Heerenstraat | 1837-exact-components+street || 486 | 1837 | A. 86 | Heerenstraat | 1837-exact-components+street || 644 | 1837 | A. 86 | Heerenstraat | 1837-exact-components+street
80,A87,Heerenstraat,older-regime,address,yes,matched,yes,2,444 | 1837 | A. 87 | Heerenstraat | 1837-exact-components+street || 2141 | 1837 | A. 87 | Heerenstraat | 1837-exact-components+street
81,A88,Heerenstraat,older-regime,address,yes,matched,yes,1,427 | 1837 | A. 88 | Heerenstraat | 1837-exact-components+street
82,A89,Heerenstraat,older-regime,address,yes,matched,yes,1,414 | 1837 | A. 89 | Heerenstraat | 1837-exact-components+street
83,A90c,Heerenstraat,older-regime,address,yes,matched,yes,3,172 | 1837 | A. 90 | Heerenstraat | 1837-fallback-core-only+street || 190 | 1837 | A. 90a | Heerenstraat | 1837-fallback-core-only+street || 202 | 1837 | A. 90b | Heerenstraat | 1837-fallback-core-only+street
84,A91,Heerenstraat,older-regime,address,yes,matched,yes,4,153 | 1837 | A. 91b | Heerenstraat | 1837-fallback-core-only+street || 154 | 1837 | A. 91a | Heerenstraat | 1837-fallback-core-only+street || 155 | 1837 | A. 91 | Heerenstraat | 1837-exact-components+street || 156 | 1837 | A. 91 | Heerenstraat | 1837-exact-components+street
85,A92,Heerenstraat,older-regime,address,yes,matched,yes,2,122 | 1837 | A. 92b | Heerenstraat | 1837-fallback-core-only+street || 139 | 1837 | A. 92 | Heerenstraat | 1837-exact-components+street
86,A94,Heerenstraat,older-regime,address,yes,matched,yes,2,99 | 1837 | A. 94 | Heerenstraat | 1837-exact-components+street || 100 | 1837 | A. 94 | Heerenstraat | 1837-exact-components+street
87,A93a,Heerenstraat,older-regime,address,yes,matched,yes,1,112 | 1837 | A. 93 | Heerenstraat | 1837-fallback-core-only+street
88,A266,Hofstraat,older-regime,address,yes,matched,yes,2,1017 | 1837 | A.266 | Grote Hofstraat | 1837-exact-components || 1023 | 1837 | A.266 | Kerkplein | 1837-exact-components
89,A267,Hofstraat,older-regime,address,yes,matched,yes,1,1034 | 1837 | A.267 | Kerkplein | 1837-exact-components
90,A268,Hofstraat,older-regime,address,yes,matched,yes,4,1026 | 1837 | A.268 | Kerkplein | 1837-exact-components || 1027 | 1837 | A.268 | Kerkplein | 1837-exact-components || 1028 | 1837 | A.268 | Kerkplein | 1837-exact-components || 1029 | 1837 | A.268 | Kerkplein | 1837-exact-components
91,A141,Keizerstraat,older-regime,address,yes,matched,yes,2,222 | 1837 | A.141 | Keizerstraat | 1837-exact-components+street || 223 | 1837 | A.141 | Keizerstraat | 1837-exact-components+street
92,A142,Keizerstraat,older-regime,address,yes,matched,yes,2,248 | 1837 | A.142a | Keizerstraat | 1837-fallback-core-only+street || 249 | 1837 | A.142b | Keizerstraat | 1837-fallback-core-only+street
93,A143,Keizerstraat,older-regime,address,yes,matched,yes,1,256 | 1837 | A.143 | Keizerstraat | 1837-exact-components+street
94,A144,Keizerstraat,older-regime,address,yes,matched,yes,1,271 | 1837 | A.144 | Keizerstraat | 1837-exact-components+street
95,A145,Keizerstraat,older-regime,address,yes,matched,yes,2,283 | 1837 | A.145 | Keizerstraat | 1837-exact-components+street || 284 | 1837 | A.145 | Keizerstraat | 1837-exact-components+street
96,A146a,Keizerstraat,older-regime,address,yes,matched,yes,5,300 | 1837 | A.146a | Keizerstraat | 1837-exact-components+street || 301 | 1837 | A.146b | Keizerstraat | 1837-fallback-core-only+street || 302 | 1837 | A.146c | Keizerstraat | 1837-fallback-core-only+street || 303 | 1837 | A.146 | Keizerstraat | 1837-fallback-core-only+street || 304 | 1837 | A.146 | Keizerstraat | 1837-fallback-core-only+street
97,A147,Keizerstraat,older-regime,address,yes,matched,yes,2,756 | 1837 | A.147 | Keizerstraat | 1837-exact-components+street || 757 | 1837 | A.147 | Keizerstraat | 1837-exact-components+street
98,A148,Keizerstraat,older-regime,address,yes,matched,yes,1,794 | 1837 | A.148 | Keizerstraat | 1837-exact-components+street
99,A153,Keizerstraat,older-regime,address,yes,matched,yes,3,845 | 1837 | A.153 | Keizerstraat | 1837-exact-components+street || 846 | 1837 | A.153 | Keizerstraat | 1837-exact-components+street || 847 | 1837 | A.153 | Keizerstraat | 1837-exact-components+street
100,A150b,Keizerstraat,older-regime,address,yes,matched,yes,4,819 | 1837 | A.150 | Keizerstraat | 1837-fallback-core-only+street || 820 | 1837 | A.150 | Keizerstraat | 1837-fallback-core-only+street || 821 | 1837 | A.150b | Keizerstraat | 1837-exact-components+street || 822 | 1837 | A.150b | Keizerstraat | 1837-exact-components+street
101,A151a,Korte Kerkstraat,older-regime,address,yes,matched,yes,1,2146 | 1837 | A.151 | Keizerstraat | 1837-fallback-core-only
102,A149,Keizerstraat,older-regime,address,yes,matched,yes,2,800 | 1837 | A.149 | Keizerstraat | 1837-exact-components+street || 805 | 1837 | A.149 | Keizerstraat | 1837-exact-components+street
103,A152,Korte Kerkstraat,older-regime,address,yes,matched,yes,2,985 | 1837 | A.152 | Keizerstraat | 1837-exact-components || 986 | 1837 | A.152 | Keizerstraat | 1837-exact-components
104,A154,Keizerstraat,older-regime,address,yes,matched,yes,2,838 | 1837 | A.154 | Keizerstraat | 1837-exact-components+street || 839 | 1837 | A.154 | Keizerstraat | 1837-exact-components+street
105,A155,Keizerstraat,older-regime,address,yes,matched,yes,1,2144 | 1837 | A.155 | Keizerstraat | 1837-exact-components+street
106,A156,Keizerstraat,older-regime,address,yes,matched,yes,2,827 | 1837 | A.156 | Keizerstraat | 1837-exact-components+street || 828 | 1837 | A.156 | Keizerstraat | 1837-exact-components+street
107,A157,Keizerstraat,older-regime,address,yes,matched,yes,2,814 | 1837 | A.157 | Keizerstraat | 1837-exact-components+street || 834 | 1837 | A.157 | Keizerstraat | 1837-exact-components+street
108,A158a,Keizerstraat,older-regime,address,yes,matched,yes,2,783 | 1837 | A.158a | Keizerstraat | 1837-exact-components+street || 784 | 1837 | A.158b | Keizerstraat | 1837-fallback-core-only+street
109,A159,Keizerstraat,older-regime,address,yes,matched,yes,1,778 | 1837 | A.159 | Keizerstraat | 1837-exact-components+street
110,A160,Keizerstraat,older-regime,address,yes,matched,yes,1,769 | 1837 | A.160 | Keizerstraat | 1837-exact-components+street
111,A161,Keizerstraat,older-regime,address,yes,matched,yes,1,763 | 1837 | A.161 | Keizerstraat | 1837-exact-components+street
112,A162,Keizerstraat,older-regime,address,yes,matched,yes,1,292 | 1837 | A.162 | Keizerstraat | 1837-exact-components+street
113,A163a,Keizerstraat,older-regime,address,yes,matched,yes,1,278 | 1837 | A.163abc | Keizerstraat | 1837-fallback-core-only+street
114,A164,Keizerstraat,older-regime,address,yes,matched,yes,1,264 | 1837 | A.164 | Keizerstraat | 1837-exact-components+street
115,A240,Keizerstraat,older-regime,address,yes,matched,yes,2,864 | 1837 | A.240 | Keizerstraat | 1837-exact-components+street || 865 | 1837 | A.240 | Keizerstraat | 1837-exact-components+street
116,A241,Keizerstraat,older-regime,address,yes,matched,yes,1,2145 | 1837 | A.241 | Keizerstraat | 1837-exact-components+street
117,A242,Keizerstraat,older-regime,address,yes,matched,yes,3,870 | 1837 | A.242 | Keizerstraat | 1837-exact-components+street || 875 | 1837 | A.242 | Keizerstraat | 1837-exact-components+street || 885 | 1837 | A.242 | Keizerstraat | 1837-exact-components+street
118,A243,Keizerstraat,older-regime,address,yes,matched,yes,2,894 | 1837 | A.243 | Keizerstraat | 1837-exact-components+street || 895 | 1837 | A.243 | Keizerstraat | 1837-exact-components+street
119,A244,Keizerstraat,older-regime,address,yes,matched,yes,2,909 | 1837 | A.244 | Keizerstraat | 1837-exact-components+street || 910 | 1837 | A.244 | Keizerstraat | 1837-exact-components+street
120,A245,Keizerstraat,older-regime,address,yes,matched,yes,1,913 | 1837 | A.245 | Keizerstraat | 1837-exact-components+street
121,A246a,Keizerstraat,older-regime,address,yes,matched,yes,3,2147 | 1837 | A.246a | Klipstenenstraat | 1837-exact-components || 2148 | 1837 | A.246b | Klipstenenstraat | 1837-fallback-core-only || 2149 | 1837 | A.246 | Klipstenenstraat | 1837-fallback-core-only
122,A260,Oude Oranjetuin,older-regime,address,yes,matched,yes,5,988 | 1837 | A.260 | Wagenwegstraat | 1837-exact-components || 989 | 1837 | A.260ab | Wagenwegstraat | 1837-fallback-core-only || 990 | 1837 | A.260 | Wagenwegstraat | 1837-exact-components || 991 | 1837 | A.260 | Wagenwegstraat | 1837-exact-components || 2134 | 1837 | A.260 | Wagenwegstraat | 1837-exact-components
123,A261,Oude Oranjetuin,older-regime,address,yes,matched,yes,2,996 | 1837 | A.261 | Kerkplein | 1837-exact-components || 999 | 1837 | A.261 | Kerkplein | 1837-exact-components
124,A262,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,994 | 1837 | A.262 | Kerkplein | 1837-exact-components
125,A263,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1003 | 1837 | A.263 | Kerkplein | 1837-exact-components
126,A264,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1001 | 1837 | A.264 | Kerkplein | 1837-exact-components
127,A265,Oude Oranjetuin,older-regime,address,yes,matched,yes,1,1012 | 1837 | A.265 | Kerkplein | 1837-exact-components
128,A247,Klipsteenstraat,older-regime,address,yes,matched,yes,2,1120 | 1837 | A.247 | Klipstenenstraat | 1837-exact-components || 1121 | 1837 | A.247 | Klipstenenstraat | 1837-exact-components
129,A249,Klipsteenstraat,older-regime,address,yes,matched,yes,1,2151 | 1837 | A.249 | Klipstenenstraat | 1837-exact-components
130,A250,Klipsteenstraat,older-regime,address,yes,matched,yes,1,1125 | 1837 | A.250 | Klipstenenstraat | 1837-exact-components
131,A251,Klipsteenstraat,older-regime,address,yes,matched,yes,4,746 | 1837 | A.251 | Wagenwegstraat | 1837-exact-components || 747 | 1837 | A.251 | Wagenwegstraat | 1837-exact-components || 1126 | 1837 | A.251 | Wagenwegstraat | 1837-exact-components || 1127 | 1837 | A.251 | Wagenwegstraat | 1837-exact-components
132,A221,Waterkant,older-regime,address,yes,matched,yes,2,920 | 1837 | A.221 | Waterkant | 1837-exact-components+street || 2115 | 1837 | A.221 | Waterkant | 1837-exact-components+street
133,A222b,Waterkant,older-regime,address,yes,matched,yes,2,924 | 1837 | A.222a | Waterkant | 1837-fallback-core-only+street || 927 | 1837 | A.222b | Waterkant | 1837-exact-components+street
134,A223,Waterkant,older-regime,address,yes,matched,yes,2,929 | 1837 | A.223 | Waterkant | 1837-exact-components+street || 936 | 1837 | A.223a | Waterkant | 1837-fallback-core-only+street
135,A224a,Waterkant,older-regime,address,yes,matched,yes,2,939 | 1837 | A.224a | Waterkant | 1837-exact-components+street || 941 | 1837 | A.224b | Knuffelsgracht | 1837-fallback-core-only
136,A225a,Knuffelsgracht,older-regime,address,yes,matched,yes,5,2135 | 1837 | A.225a | Knuffelsgracht | 1837-exact-components+street || 2136 | 1837 | A.225b | Knuffelsgracht | 1837-fallback-core-only+street || 2137 | 1837 | A.225c | Knuffelsgracht | 1837-fallback-core-only+street || 2138 | 1837 | A.225 | Knuffelsgracht | 1837-fallback-core-only+street || 2139 | 1837 | A.225 | Knuffelsgracht | 1837-fallback-core-only+street
137,A226,Knuffelsgracht,older-regime,address,yes,matched,yes,3,943 | 1837 | A.226 | Knuffelsgracht | 1837-exact-components+street || 944 | 1837 | A.226 | Knuffelsgracht | 1837-exact-components+street || 945 | 1837 | A.226 | Knuffelsgracht | 1837-exact-components+street
138,A227,Knuffelsgracht,older-regime,address,yes,matched,yes,2,950 | 1837 | A.227 | Knuffelsgracht | 1837-exact-components+street || 952 | 1837 | A.227 | Knuffelsgracht | 1837-exact-components+street
139,A228,Knuffelsgracht,older-regime,address,yes,matched,yes,1,955 | 1837 | A.228 | Knuffelsgracht | 1837-exact-components+street
140,A229,Knuffelsgracht,older-regime,address,yes,matched,yes,1,959 | 1837 | A.229 | Knuffelsgracht | 1837-exact-components+street
