lpId,adres1885,straatnaam1885,zoneType,lpAddressStatus,isLinkableAddress,linkingStatus,hasGeometry,candidateCount,candidateSummary
2723,A60c,Heerenstraat,older-regime,address,yes,matched,yes,5,456 | 1837 | A. 60a | Heerenstraat | 1837-fallback-core-only+street || 457 | 1837 | A. 60 | Heerenstraat | 1837-fallback-core-only+street || 458 | 1837 | A. 60b | Noorderkerkstraat | 1837-fallback-core-only || 459 | 1837 | A. 60c | Noorderkerkstraat | 1837-exact-components || 1037 | 1837 | A. 60d | Noorderkerkstraat | 1837-fallback-core-only
2724,A60d,Noorderkerkstraat,older-regime,address,yes,matched,yes,5,456 | 1837 | A. 60a | Heerenstraat | 1837-fallback-core-only || 457 | 1837 | A. 60 | Heerenstraat | 1837-fallback-core-only || 458 | 1837 | A. 60b | Noorderkerkstraat | 1837-fallback-core-only+street || 459 | 1837 | A. 60c | Noorderkerkstraat | 1837-fallback-core-only+street || 1037 | 1837 | A. 60d | Noorderkerkstraat | 1837-exact-components+street
2725,A59b,Heerenstraat,older-regime,address,yes,matched,yes,2,451 | 1837 | A. 59a | Heerenstraat | 1837-fallback-core-only+street || 452 | 1837 | A. 59b | Heerenstraat | 1837-exact-components+street
2726,A56a,Heerenstraat,older-regime,address,yes,matched,yes,5,382 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 383 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 384 | 1837 | A. 56 | Heerenstraat | 1837-fallback-core-only+street || 394 | 1837 | A. 56a | Heerenstraat | 1837-exact-components+street || 409 | 1837 | A. 56b | Heerenstraat | 1837-fallback-core-only+street
2727,A47b,Oranjestraat,older-regime,address,yes,matched,yes,3,91 | 1837 | A. 47b | Heerenstraat | 1837-exact-components || 92 | 1837 | A. 47a | Gouvernementsplein | 1837-fallback-core-only || 93 | 1837 | A. 47b | Gouvernementsplein | 1837-exact-components
2728,A259b,Wagenwegstraat,older-regime,address,yes,matched,yes,2,649 | 1837 | A.259a | Wagenwegstraat | 1837-fallback-core-only+street || 650 | 1837 | A.259b | Wagenwegstraat | 1837-exact-components+street
2729,A257b,Wagenwegstraat,older-regime,address,yes,matched,yes,3,688 | 1837 | A.257b | Wagenwegstraat | 1837-exact-components+street || 689 | 1837 | A.257a | Wagenwegstraat | 1837-fallback-core-only+street || 700 | 1837 | A.257 | Wagenwegstraat | 1837-fallback-core-only+street
2730,B90a,Heerenstraat,older-regime,address,yes,matched,yes,4,287 | 1837 | B. 90a | Heerenstraat | 1837-exact-components+street || 288 | 1837 | B. 90b | Heerenstraat | 1837-fallback-core-only+street || 289 | 1837 | B. 90b | Heerenstraat | 1837-fallback-core-only+street || 290 | 1837 | B. 90ab | Heerenstraat | 1837-fallback-core-only+street
2731,B91c,Wagenwegstraat,older-regime,address,yes,matched,yes,5,385 | 1837 | B. 91a | Wagenwegstraat | 1837-fallback-core-only+street || 386 | 1837 | B. 91b | Wagenwegstraat | 1837-fallback-core-only+street || 387 | 1837 | B. 91c | Wagenwegstraat | 1837-exact-components+street || 2209 | 1837 | B. 91 | Heerenstraat | 1837-fallback-core-only || 2210 | 1837 | B. 91 | Heerenstraat | 1837-fallback-core-only
2732,B91b,Wagenwegstraat,older-regime,address,yes,matched,yes,5,385 | 1837 | B. 91a | Wagenwegstraat | 1837-fallback-core-only+street || 386 | 1837 | B. 91b | Wagenwegstraat | 1837-exact-components+street || 387 | 1837 | B. 91c | Wagenwegstraat | 1837-fallback-core-only+street || 2209 | 1837 | B. 91 | Heerenstraat | 1837-fallback-core-only || 2210 | 1837 | B. 91 | Heerenstraat | 1837-fallback-core-only
2733,B76b,Klipsteenstraat,older-regime,address,yes,matched,yes,2,104 | 1837 | B. 76b | Klipstenenstraat | 1837-exact-components || 105 | 1837 | B. 76a | Klipstenenstraat | 1837-fallback-core-only
2734,B81a,Heerenstraat,older-regime,address,yes,matched,yes,2,317 | 1837 | B. 81a | Heerenstraat | 1837-exact-components+street || 318 | 1837 | B. 81b | Heerenstraat | 1837-fallback-core-only+street
2735,B85a,Heerenstraat,older-regime,address,yes,matched,yes,5,342 | 1837 | B. 85a | Heerenstraat | 1837-exact-components+street || 343 | 1837 | B. 85b | Heerenstraat | 1837-fallback-core-only+street || 344 | 1837 | B. 85c | Heerenstraat | 1837-fallback-core-only+street || 345 | 1837 | B. 85d | Heerenstraat | 1837-fallback-core-only+street || 346 | 1837 | B. 85 | Heerenstraat | 1837-fallback-core-only+street
2736,B85c,Heerenstraat,older-regime,address,yes,matched,yes,5,342 | 1837 | B. 85a | Heerenstraat | 1837-fallback-core-only+street || 343 | 1837 | B. 85b | Heerenstraat | 1837-fallback-core-only+street || 344 | 1837 | B. 85c | Heerenstraat | 1837-exact-components+street || 345 | 1837 | B. 85d | Heerenstraat | 1837-fallback-core-only+street || 346 | 1837 | B. 85 | Heerenstraat | 1837-fallback-core-only+street
2737,B85d,Heerenstraat,older-regime,address,yes,matched,yes,5,342 | 1837 | B. 85a | Heerenstraat | 1837-fallback-core-only+street || 343 | 1837 | B. 85b | Heerenstraat | 1837-fallback-core-only+street || 344 | 1837 | B. 85c | Heerenstraat | 1837-fallback-core-only+street || 345 | 1837 | B. 85d | Heerenstraat | 1837-exact-components+street || 346 | 1837 | B. 85 | Heerenstraat | 1837-fallback-core-only+street
2738,B96a,Wagenwegstraat,older-regime,address,yes,matched,yes,3,528 | 1837 | B. 96a | Wagenwegstraat | 1837-exact-components+street || 979 | 1837 | B. 96c | Wagenwegstraat | 1837-fallback-core-only+street || 2213 | 1837 | B. 96b | Wagenwegstraat | 1837-fallback-core-only+street
2739,B102a,Wagenwegstraat,older-regime,address,yes,matched,yes,2,969 | 1837 | B.102a | Wagenwegstraat | 1837-exact-components+street || 970 | 1837 | B.102b | Wagenwegstraat | 1837-fallback-core-only+street
2740,B8b,Gravenstraat,older-regime,address,yes,matched,yes,1,2212 | 1837 | B.  8 | Gravenstraat | 1837-fallback-core-only+street
2741,B9b,Gravenstraat,older-regime,address,yes,matched,yes,3,266 | 1837 | B.  9a | Gravenstraat | 1837-fallback-core-only+street || 267 | 1837 | B.  9b | Gravenstraat | 1837-exact-components+street || 268 | 1837 | B.  9c | Gravenstraat | 1837-fallback-core-only+street
2742,B12b,Gravenstraat,older-regime,address,yes,matched,yes,5,187 | 1837 | B. 12 | Gravenstraat | 1837-fallback-core-only+street || 188 | 1837 | B. 12 | Gravenstraat | 1837-fallback-core-only+street || 189 | 1837 | B. 12 | Gravenstraat | 1837-fallback-core-only+street || 193 | 1837 | B. 12 | Gravenstraat | 1837-fallback-core-only+street || 194 | 1837 | B. 12 | Gravenstraat | 1837-fallback-core-only+street
2743,B35b,Soldatenstraat,older-regime,address,yes,matched,yes,1,470 | 1837 | B. 35 | Gravenstraat | 1837-fallback-core-only
2744,B36a,Soldatenstraat,older-regime,address,yes,matched,yes,6,478 | 1837 | B. 36bb | Gravenstraat | 1837-fallback-core-only || 479 | 1837 | B. 36 | Gravenstraat | 1837-fallback-core-only || 480 | 1837 | B. 36a | Gravenstraat | 1837-exact-components || 481 | 1837 | B. 36b | Gravenstraat | 1837-fallback-core-only || 482 | 1837 | B. 36b | Gravenstraat | 1837-fallback-core-only || 483 | 1837 | B. 36 | Gravenstraat | 1837-fallback-core-only
2745,B134a,Wanicastraat,older-regime,address,yes,matched,yes,11,558 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 559 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 560 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 561 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 562 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 563 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 564 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 565 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only
2746,B134b,Wanicastraat,older-regime,address,yes,matched,yes,11,558 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 559 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 560 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 561 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 562 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 563 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 564 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only || 565 | 1837 | B.134 | Wagenwegstraat | 1837-fallback-core-only
2747,B130c,Wagenwegstraat,older-regime,address,yes,matched,yes,2,623 | 1837 | B.130 | Wagenwegstraat | 1837-fallback-core-only+street || 624 | 1837 | B.130 | Wagenwegstraat | 1837-fallback-core-only+street
2748,B130b,Wagenwegstraat,older-regime,address,yes,matched,yes,2,623 | 1837 | B.130 | Wagenwegstraat | 1837-fallback-core-only+street || 624 | 1837 | B.130 | Wagenwegstraat | 1837-fallback-core-only+street
2749,B126b,Wagenwegstraat,older-regime,address,yes,matched,yes,4,652 | 1837 | B.126a | Wagenwegstraat | 1837-fallback-core-only+street || 653 | 1837 | B.126a | Wagenwegstraat | 1837-fallback-core-only+street || 654 | 1837 | B.126a | Wagenwegstraat | 1837-fallback-core-only+street || 655 | 1837 | B.126b | Wagenwegstraat | 1837-exact-components+street
2750,B136a,Wagenwegstraat,older-regime,address,yes,matched,yes,4,553 | 1837 | B.136a | Wagenwegstraat | 1837-exact-components+street || 554 | 1837 | B.136a | Wagenwegstraat | 1837-exact-components+street || 2278 | 1837 | B.136b | Wagenwegstraat | 1837-fallback-core-only+street || 2279 | 1837 | B.136b | Wagenwegstraat | 1837-fallback-core-only+street
2751,B143b,Wagenwegstraat,older-regime,address,yes,matched,yes,2,630 | 1837 | B.143b | Wagenwegstraat | 1837-exact-components+street || 631 | 1837 | B.143a | Wagenwegstraat | 1837-fallback-core-only+street
2752,B145b,Wagenwegstraat,older-regime,address,yes,matched,yes,7,2487 | 1837 | B.145a | Wagenwegstraat | 1837-fallback-core-only+street || 2488 | 1837 | B.145b | Wagenwegstraat | 1837-exact-components+street || 2489 | 1837 | B.145 | Wagenwegstraat | 1837-fallback-core-only+street || 2490 | 1837 | B.145 | Wagenwegstraat | 1837-fallback-core-only+street || 2491 | 1837 | B.145 | Wagenwegstraat | 1837-fallback-core-only+street || 2492 | 1837 | B.145b | Wagenwegstraat | 1837-exact-components+street || 2493 | 1837 | B.145a | Wagenwegstraat | 1837-fallback-core-only+street
2753,B248b,Keizerstraat,older-regime,address,yes,matched,yes,2,1157 | 1837 | B.248 | Keizerstraat | 1837-fallback-core-only+street || 1158 | 1837 | B.248 | Keizerstraat | 1837-fallback-core-only+street
2754,B250b,Keizerstraat,older-regime,address,yes,matched,yes,2,2323 | 1837 | B.250 | Keizerstraat | 1837-fallback-core-only+street || 2324 | 1837 | B.250 | Keizerstraat | 1837-fallback-core-only+street
2755,B249b,Keizerstraat,older-regime,address,yes,matched,yes,2,2524 | 1837 | B.249 | Keizerstraat | 1837-fallback-core-only+street || 2525 | 1837 | B.249 | Keizerstraat | 1837-fallback-core-only+street
2756,B252b,Keizerstraat,older-regime,address,yes,matched,yes,2,2598 | 1837 | B.252 | Keizerstraat | 1837-fallback-core-only+street || 2599 | 1837 | B.252 | Keizerstraat | 1837-fallback-core-only+street
2757,B258,Keizerstraat,older-regime,address,yes,matched,yes,2,1176 | 1837 | B.258 | Keizerstraat | 1837-exact-components+street || 1177 | 1837 | B.258 | Keizerstraat | 1837-exact-components+street
2758,B257b,Keizerstraat,older-regime,address,yes,matched,yes,2,1169 | 1837 | B.257 | Keizerstraat | 1837-fallback-core-only+street || 1170 | 1837 | B.257 | Keizerstraat | 1837-fallback-core-only+street
2759,B256b,Keizerstraat,older-regime,address,yes,matched,yes,2,2763 | 1837 | B.256 | Keizerstraat | 1837-fallback-core-only+street || 2764 | 1837 | B.256 | Keizerstraat | 1837-fallback-core-only+street
2760,B260b,Keizerstraat,older-regime,address,yes,matched,yes,16,1191 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1192 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1193 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1194 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1195 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1196 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1197 | 1837 | B.260d | Keizerstraat | 1837-fallback-core-only+street || 1198 | 1837 | B.260c | Keizerstraat | 1837-fallback-core-only+street
2761,B260c,Keizerstraat,older-regime,address,yes,matched,yes,16,1191 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1192 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1193 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1194 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1195 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1196 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1197 | 1837 | B.260d | Keizerstraat | 1837-fallback-core-only+street || 1198 | 1837 | B.260c | Keizerstraat | 1837-exact-components+street
2762,B260d,Keizerstraat,older-regime,address,yes,matched,yes,16,1191 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1192 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1193 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1194 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1195 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1196 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only+street || 1197 | 1837 | B.260d | Keizerstraat | 1837-exact-components+street || 1198 | 1837 | B.260c | Keizerstraat | 1837-fallback-core-only+street
2763,B260e,Wanicastraat,older-regime,address,yes,matched,yes,16,1191 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1192 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1193 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1194 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1195 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1196 | 1837 | B.260 | Keizerstraat | 1837-fallback-core-only || 1197 | 1837 | B.260d | Keizerstraat | 1837-fallback-core-only || 1198 | 1837 | B.260c | Keizerstraat | 1837-fallback-core-only
2764,D37b,Keizerstraat,older-regime,address,yes,matched,yes,4,1164 | 1837 | D. 37a | Keizerstraat | 1837-fallback-core-only+street || 1165 | 1837 | D. 37a | Keizerstraat | 1837-fallback-core-only+street || 1166 | 1837 | D. 37b | Keizerstraat | 1837-exact-components+street || 1167 | 1837 | D. 37b | Keizerstraat | 1837-exact-components+street
2765,D39b,Keizerstraat,older-regime,address,yes,matched,yes,2,2614 | 1837 | D. 39 | Keizerstraat | 1837-fallback-core-only+street || 2615 | 1837 | D. 39 | Keizerstraat | 1837-fallback-core-only+street
2766,D41b,Keizerstraat,older-regime,address,yes,matched,yes,9,1178 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1179 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1180 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1181 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1182 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1183 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1184 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1185 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street
2767,D41c,Keizerstraat,older-regime,address,yes,matched,yes,9,1178 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1179 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1180 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1181 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1182 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1183 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1184 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street || 1185 | 1837 | D. 41 | Keizerstraat | 1837-fallback-core-only+street
2768,D33a,Rust en Vredestraat,older-regime,address,yes,matched,yes,8,1147 | 1837 | D. 33c | Keizerstraat | 1837-fallback-core-only || 1148 | 1837 | D. 33b2 | Keizerstraat | 1837-fallback-core-only || 1149 | 1837 | D. 33b1 | Keizerstraat | 1837-fallback-core-only || 1150 | 1837 | D. 331b | Keizerstraat | 1837-fallback-core-only || 1151 | 1837 | D. 331a | Keizerstraat | 1837-fallback-core-only || 1152 | 1837 | D. 33a | Keizerstraat | 1837-exact-components || 1153 | 1837 | D. 33a | Keizerstraat | 1837-exact-components || 1154 | 1837 | D. 33a | Keizerstraat | 1837-exact-components
2769,D33b,Rust en Vredestraat,older-regime,address,yes,matched,yes,8,1147 | 1837 | D. 33c | Keizerstraat | 1837-fallback-core-only || 1148 | 1837 | D. 33b2 | Keizerstraat | 1837-fallback-core-only || 1149 | 1837 | D. 33b1 | Keizerstraat | 1837-fallback-core-only || 1150 | 1837 | D. 331b | Keizerstraat | 1837-fallback-core-only || 1151 | 1837 | D. 331a | Keizerstraat | 1837-fallback-core-only || 1152 | 1837 | D. 33a | Keizerstraat | 1837-fallback-core-only || 1153 | 1837 | D. 33a | Keizerstraat | 1837-fallback-core-only || 1154 | 1837 | D. 33a | Keizerstraat | 1837-fallback-core-only
2770,B247b,Keizerstraat,older-regime,address,yes,matched,yes,2,1155 | 1837 | B.247a | Keizerstraat | 1837-fallback-core-only+street || 1156 | 1837 | B.247b | Keizerstraat | 1837-exact-components+street
2771,B240a,Keizerstraat,older-regime,address,yes,matched,yes,5,1105 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1106 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1107 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1108 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1109 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street
2772,B242b,Keizerstraat,older-regime,address,yes,matched,yes,2,1122 | 1837 | B.242 | Keizerstraat | 1837-fallback-core-only+street || 1123 | 1837 | B.242 | Keizerstraat | 1837-fallback-core-only+street
2773,B240b,Keizerstraat,older-regime,address,yes,matched,yes,5,1105 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1106 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1107 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1108 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street || 1109 | 1837 | B.240 | Keizerstraat | 1837-fallback-core-only+street
2774,B234b,Keizerstraat,older-regime,address,yes,matched,yes,2,1081 | 1837 | B.234a | Keizerstraat | 1837-fallback-core-only+street || 1082 | 1837 | B.234b | Keizerstraat | 1837-exact-components+street
2775,B233b,Keizerstraat,older-regime,address,yes,matched,yes,2,1077 | 1837 | B.233 | Keizerstraat | 1837-fallback-core-only+street || 1078 | 1837 | B.233 | Keizerstraat | 1837-fallback-core-only+street
2776,B232c,Keizerstraat,older-regime,address,yes,matched,yes,2,1071 | 1837 | B.232a | Keizerstraat | 1837-fallback-core-only+street || 1072 | 1837 | B.232b | Keizerstraat | 1837-fallback-core-only+street
2777,B232a,Keizerstraat,older-regime,address,yes,matched,yes,2,1071 | 1837 | B.232a | Keizerstraat | 1837-exact-components+street || 1072 | 1837 | B.232b | Keizerstraat | 1837-fallback-core-only+street
2778,B230,Keizerstraat,older-regime,address,yes,matched,yes,3,1056 | 1837 | B.230a | Keizerstraat | 1837-fallback-core-only+street || 1057 | 1837 | B.230b | Keizerstraat | 1837-fallback-core-only+street || 1059 | 1837 | B.230 | Keizerstraat | 1837-exact-components+street
2779,B178b,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,1433 | 1837 | B.178a | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2249 | 1837 | B.178b | Zwartenhovenbrugstraat | 1837-exact-components+street
2780,B182a,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,3,1430 | 1837 | B.182 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1431 | 1837 | B.182 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1432 | 1837 | B.182 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
2781,B190a,Wagenwegstraat,older-regime,address,yes,matched,yes,7,473 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 474 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 475 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 476 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 477 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 487 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street || 488 | 1837 | B.190 | Wagenwegstraat | 1837-fallback-core-only+street
2782,B187b,Wagenwegstraat,older-regime,address,yes,matched,yes,4,946 | 1837 | B.187a | Wagenwegstraat | 1837-fallback-core-only+street || 947 | 1837 | B.187b | Wagenwegstraat | 1837-exact-components+street || 948 | 1837 | B.187 | Wagenwegstraat | 1837-fallback-core-only+street || 949 | 1837 | B.187 | Wagenwegstraat | 1837-fallback-core-only+street
2783,C125a,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,3,1436 | 1837 | C.125b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1437 | 1837 | C.125b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1438 | 1837 | C.125a | Zwartenhovenbrugstraat | 1837-exact-components+street
2784,C122a,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,6,1441 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1442 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1443 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1444 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1445 | 1837 | C.122a | Zwartenhovenbrugstraat | 1837-exact-components+street || 1446 | 1837 | C.122b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
2785,C122c,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,6,1441 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1442 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1443 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1444 | 1837 | C.122 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1445 | 1837 | C.122a | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1446 | 1837 | C.122b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
2786,C183b,Steenbakkerijstraat,older-regime,address,yes,matched,yes,2,2590 | 1837 | C.183a | Steenbakkerijstraat | 1837-fallback-core-only+street || 2591 | 1837 | C.183b | Steenbakkerijstraat | 1837-exact-components+street
2787,C185b,Steenbakkerijstraat,older-regime,address,yes,matched,yes,2,1304 | 1837 | C.185b | Steenbakkerijstraat | 1837-exact-components+street || 2285 | 1837 | C.185a | Steenbakkerijstraat | 1837-fallback-core-only+street
2788,C177b,Domineestraat,older-regime,address,yes,matched,yes,1,1404 | 1837 | C.177 | Domineestraat | 1837-fallback-core-only+street
2789,C174d,Domineestraat,older-regime,address,yes,matched,yes,5,1394 | 1837 | C.174c | Domineestraat | 1837-fallback-core-only+street || 1395 | 1837 | C.174a | Domineestraat | 1837-fallback-core-only+street || 1396 | 1837 | C.174b | Domineestraat | 1837-fallback-core-only+street || 1397 | 1837 | C.174d | Domineestraat | 1837-exact-components+street || 1398 | 1837 | C.174e | Domineestraat | 1837-fallback-core-only+street
2790,C174c,Domineestraat,older-regime,address,yes,matched,yes,5,1394 | 1837 | C.174c | Domineestraat | 1837-exact-components+street || 1395 | 1837 | C.174a | Domineestraat | 1837-fallback-core-only+street || 1396 | 1837 | C.174b | Domineestraat | 1837-fallback-core-only+street || 1397 | 1837 | C.174d | Domineestraat | 1837-fallback-core-only+street || 1398 | 1837 | C.174e | Domineestraat | 1837-fallback-core-only+street
2791,C174b,Domineestraat,older-regime,address,yes,matched,yes,5,1394 | 1837 | C.174c | Domineestraat | 1837-fallback-core-only+street || 1395 | 1837 | C.174a | Domineestraat | 1837-fallback-core-only+street || 1396 | 1837 | C.174b | Domineestraat | 1837-exact-components+street || 1397 | 1837 | C.174d | Domineestraat | 1837-fallback-core-only+street || 1398 | 1837 | C.174e | Domineestraat | 1837-fallback-core-only+street
2792,C193a,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,3,1463 | 1837 | C.193a | Zwartenhovenbrugstraat | 1837-exact-components+street || 1464 | 1837 | C.193 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1465 | 1837 | C.193 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
2793,C116b,Steenbakkerijstraat,older-regime,address,yes,matched,yes,2,1293 | 1837 | C.116a | Steenbakkerijstraat | 1837-fallback-core-only+street || 1294 | 1837 | C.116b | Steenbakkerijstraat | 1837-exact-components+street
2794,C114b,Steenbakkerijstraat,older-regime,address,yes,matched,yes,2,1306 | 1837 | C.114a | Steenbakkerijstraat | 1837-fallback-core-only+street || 1307 | 1837 | C.114b | Steenbakkerijstraat | 1837-exact-components+street
2795,C54b,Domineestraat,older-regime,address,yes,matched,yes,5,1413 | 1837 | C. 54b | Domineestraat | 1837-exact-components+street || 1414 | 1837 | C. 54b | Domineestraat | 1837-exact-components+street || 1415 | 1837 | C. 54b | Domineestraat | 1837-exact-components+street || 2343 | 1837 | C. 54a | Domineestraat | 1837-fallback-core-only+street || 2344 | 1837 | C. 54a | Domineestraat | 1837-fallback-core-only+street
2796,C43a,Jodenbreestraat,older-regime,address,yes,matched,yes,2,128 | 1837 | C. 43b | Jodenbreestraat | 1837-fallback-core-only+street || 129 | 1837 | C. 43a | Jodenbreestraat | 1837-exact-components+street
2797,C44a,Jodenbreestraat,older-regime,address,yes,matched,yes,2,2500 | 1837 | C. 44a | Jodenbreestraat | 1837-exact-components+street || 2501 | 1837 | C. 44b | Jodenbreestraat | 1837-fallback-core-only+street
2798,C139b,Keizerstraat,older-regime,address,yes,matched,yes,2,2190 | 1837 | C.139b | Keizerstraat | 1837-exact-components+street || 2191 | 1837 | C.139a | Keizerstraat | 1837-fallback-core-only+street
2799,C37a,Domineestraat,older-regime,address,yes,matched,yes,7,677 | 1837 | C. 37 | Domineestraat | 1837-fallback-core-only+street || 678 | 1837 | C. 37a | Domineestraat | 1837-exact-components+street || 679 | 1837 | C. 37b | Domineestraat | 1837-fallback-core-only+street || 680 | 1837 | C. 37c | Domineestraat | 1837-fallback-core-only+street || 681 | 1837 | C. 37b | Domineestraat | 1837-fallback-core-only+street || 682 | 1837 | C. 37c | Domineestraat | 1837-fallback-core-only+street || 683 | 1837 | C. 37a | Domineestraat | 1837-exact-components+street
