europeanaId,europeanaGuid,europeanaType,field,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,termAmbiguityCount,surinameConfidence,isStrictSuriname,naturalHistoryFlag,title,snippet,plantationContextHint,streetContextHint,lowHangingSpecific,reviewBucket
/2058632/3810bb31_b5f4_f4ee_6c36_0c93c924544d_media_8637c5ca_814b_1bd0_a2a9_cde12d5afaba,https://www.europeana.eu/item/2058632/3810bb31_b5f4_f4ee_6c36_0c93c924544d_media_8637c5ca_814b_1bd0_a2a9_cde12d5afaba?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Wagenwegstraat,wagenwegstraat,Wagenwegstraat,paramaribo-street-standardization,,1,probable,true,false,Straatbeeld van de Wagenwegstraat met bomen | Suriname Reis Loek Tangel,Straatbeeld van de Wagenwegstraat met bomen | Suriname Reis Loek Tangel,false,true,true,high-precision
/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9,https://www.europeana.eu/item/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht met omgeving, gelegen op de rechteroever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel","ever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9,https://www.europeana.eu/item/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht met omgeving, gelegen op de rechteroever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel","ever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9,https://www.europeana.eu/item/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht met omgeving, gelegen op de rechteroever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel","ever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9,https://www.europeana.eu/item/2058632/3851fb2d_718f_91f5_2202_979dd1d01b3b_media_532c5abc_f73b_0217_f723_86ced3dcd6b9?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht met omgeving, gelegen op de rechteroever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel","ever van de Commewijnerivier, wandelaarster op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/38cd14cd_d06c_8cf0_3205_e55a3e6b4163_media_2aec6a04_8ac6_bba1_33ad_dae4b8c2ca34,https://www.europeana.eu/item/2058632/38cd14cd_d06c_8cf0_3205_e55a3e6b4163_media_2aec6a04_8ac6_bba1_33ad_dae4b8c2ca34?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Rust en Vredestraat,rust en vredestraat,Rust en Vredestraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht voorgevel, hoek Rust en Vredestraat | Suriname Reis Loek Tangel","Overzicht voorgevel, hoek Rust en Vredestraat | Suriname Reis Loek Tangel",false,true,true,high-precision
/2058632/38cd14cd_d06c_8cf0_3205_e55a3e6b4163_media_2aec6a04_8ac6_bba1_33ad_dae4b8c2ca34,https://www.europeana.eu/item/2058632/38cd14cd_d06c_8cf0_3205_e55a3e6b4163_media_2aec6a04_8ac6_bba1_33ad_dae4b8c2ca34?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Rust en Vredestraat,rust en vredestraat,Rust en Vredestraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht voorgevel, hoek Rust en Vredestraat | Suriname Reis Loek Tangel","Overzicht voorgevel, hoek Rust en Vredestraat | Suriname Reis Loek Tangel",false,true,true,high-precision
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164,https://www.europeana.eu/item/2058632/3968bcff_346b_2d9e_ab7b_9d2127665b3e_media_1f3d9c3f_fbb2_f5bc_79f6_f0beb002d164?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,"Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, overzicht voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a,https://www.europeana.eu/item/2058632/39c71eae_5493_ff3f_7247_d0b008b2830d_media_f13ac3eb_1ed4_bd85_0c98_472fa697e24a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,Loodsen Mariënburg 1882,Loodsen Mariënburg 1882,false,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Clevia,clevia,Clevia,stm-gazetteer,stm-00538,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Clevia,clevia,Clevia,stm-gazetteer,stm-00538,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Clevia,clevia,Clevia,stm-gazetteer,stm-00556,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Clevia,clevia,Clevia,stm-gazetteer,stm-00556,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Clevia,clevia,Clevia,plantages-dataset,,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348,https://www.europeana.eu/item/2058632/3a29f3a2_e20c_b292_dd65_876568524726_media_937f3cae_6245_6917_a020_46e260139348?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Clevia,clevia,Clevia,plantages-dataset,,3,probable,true,false,"Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens over de tekening ontbreken: vervaardiger, jaar van weergave","Reproductie, tekening met zicht op plantage Clevia | Reproductie uit archief van de Evangelische Broedergemeente Suriname te Paramaribo. , Gegevens ov",true,false,false,ambiguous
/2058632/3aa95798_f486_56b4_1a3a_e0ec206e4180_media_db6dd0c4_ed8a_2446_9112_c5dfff18af7f,https://www.europeana.eu/item/2058632/3aa95798_f486_56b4_1a3a_e0ec206e4180_media_db6dd0c4_ed8a_2446_9112_c5dfff18af7f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Heiligeweg,heiligeweg,Heiligenweg,paramaribo-street-standardization,,1,probable,true,false,"Heiligeweg 11, voorzijde","Heiligeweg 11, voorzijde",false,true,true,high-precision
/2058632/3aa95798_f486_56b4_1a3a_e0ec206e4180_media_db6dd0c4_ed8a_2446_9112_c5dfff18af7f,https://www.europeana.eu/item/2058632/3aa95798_f486_56b4_1a3a_e0ec206e4180_media_db6dd0c4_ed8a_2446_9112_c5dfff18af7f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Heiligeweg,heiligeweg,Heiligenweg,paramaribo-street-standardization,,1,probable,true,false,"Heiligeweg 11, voorzijde","Heiligeweg 11, voorzijde",false,true,true,high-precision
/2058632/3b648635_d447_6e7f_08cc_01040f8416d8_media_6e573a53_93b3_4cc8_1080_1307ff3ad223,https://www.europeana.eu/item/2058632/3b648635_d447_6e7f_08cc_01040f8416d8_media_6e573a53_93b3_4cc8_1080_1307ff3ad223?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Herenstraat,herenstraat,Herenstraat,paramaribo-street-standardization,,1,probable,true,false,"Straatbeel in Herenstraat | Straatzijde, links nr. 16, rechts nr. 14","Straatbeel in Herenstraat | Straatzijde, links nr. 16, rechts nr. 14",false,true,true,high-precision
/2058632/3b648635_d447_6e7f_08cc_01040f8416d8_media_6e573a53_93b3_4cc8_1080_1307ff3ad223,https://www.europeana.eu/item/2058632/3b648635_d447_6e7f_08cc_01040f8416d8_media_6e573a53_93b3_4cc8_1080_1307ff3ad223?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Herenstraat,herenstraat,Herenstraat,paramaribo-street-standardization,,1,probable,true,false,"Straatbeel in Herenstraat | Straatzijde, links nr. 16, rechts nr. 14","Straatbeel in Herenstraat | Straatzijde, links nr. 16, rechts nr. 14",false,true,true,high-precision
/2058632/3bbe6599_5405_139a_5c83_565497ea0229_media_bbe1592d_c48f_14bf_fa47_f3b9dbd421a0,https://www.europeana.eu/item/2058632/3bbe6599_5405_139a_5c83_565497ea0229_media_bbe1592d_c48f_14bf_fa47_f3b9dbd421a0?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Kromme Elleboogstraat,kromme elleboogstraat,Kromme Elleboogstraat,paramaribo-street-standardization,,1,probable,true,false,"Kromme Elleboogstraat 9, overzicht | Voormalig Engels consulaat","Kromme Elleboogstraat 9, overzicht | Voormalig Engels consulaat",false,true,true,high-precision
/2058632/3bbe6599_5405_139a_5c83_565497ea0229_media_bbe1592d_c48f_14bf_fa47_f3b9dbd421a0,https://www.europeana.eu/item/2058632/3bbe6599_5405_139a_5c83_565497ea0229_media_bbe1592d_c48f_14bf_fa47_f3b9dbd421a0?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Kromme Elleboogstraat,kromme elleboogstraat,Kromme Elleboogstraat,paramaribo-street-standardization,,1,probable,true,false,"Kromme Elleboogstraat 9, overzicht | Voormalig Engels consulaat","Kromme Elleboogstraat 9, overzicht | Voormalig Engels consulaat",false,true,true,high-precision
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-00583,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,stm-gazetteer,stm-01118,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a,https://www.europeana.eu/item/2058632/3c434959_fef1_c280_1b20_8e44a352b76f_media_8fdc23e7_293c_d89f_da1c_9c3169eb6b0a?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Marienburg,marienburg,Marienburg,plantages-dataset,,3,probable,true,false,"Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel","Interieur, details van machines van de voormalige suikerfabriek Mariënburg, linkeroever Commewijnerivier | Suriname reis Loek Tangel",false,false,false,ambiguous
/2058632/3c5657c0_01db_2dc7_7000_88493244713d_media_c802abbe_3fc1_ef98_aeb7_0e3febfdcf8b,https://www.europeana.eu/item/2058632/3c5657c0_01db_2dc7_7000_88493244713d_media_c802abbe_3fc1_ef98_aeb7_0e3febfdcf8b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Keizerstraat,keizerstraat,Keizerstraat,paramaribo-street-standardization,,1,probable,true,false,"Keizerstraat 92, paneel met snijwerk boven deur","Keizerstraat 92, paneel met snijwerk boven deur",false,true,true,high-precision
/2058632/3c5657c0_01db_2dc7_7000_88493244713d_media_c802abbe_3fc1_ef98_aeb7_0e3febfdcf8b,https://www.europeana.eu/item/2058632/3c5657c0_01db_2dc7_7000_88493244713d_media_c802abbe_3fc1_ef98_aeb7_0e3febfdcf8b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Keizerstraat,keizerstraat,Keizerstraat,paramaribo-street-standardization,,1,probable,true,false,"Keizerstraat 92, paneel met snijwerk boven deur","Keizerstraat 92, paneel met snijwerk boven deur",false,true,true,high-precision
/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f,https://www.europeana.eu/item/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On","Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On",false,false,false,needs-review
/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f,https://www.europeana.eu/item/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On","Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On",false,false,false,needs-review
/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f,https://www.europeana.eu/item/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On","Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On",false,false,false,needs-review
/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f,https://www.europeana.eu/item/2058632/3c69ee72_f505_430d_c0cb_f013748eda1c_media_4b308a87_77d9_e69a_750a_588e49c4946f?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On","Overzicht voorgevel met passeerende fietser op de voorgrond | Suriname Reis Loek Tangel, Eigenaar: erfgenamen Chin On",false,false,false,needs-review
